frequency	e'	e''
 100000000.0000	  76.1501	  76.3085
 108000000.0000	  81.2665	  72.8754
 116000000.0000	  83.3991	  70.0001
 124000000.0000	  82.4427	  71.6360
 132000000.0000	  78.0692	  69.5693
 140000000.0000	  73.9763	  64.9710
 148000000.0000	  72.6373	  59.1103
 156000000.0000	  71.9573	  52.6191
 164000000.0000	  74.7479	  48.4576
 172000000.0000	  78.0786	  46.6104
 180000000.0000	  80.0795	  46.9614
 188000000.0000	  79.6193	  47.8615
 196000000.0000	  78.6878	  48.0463
 204000000.0000	  75.2116	  46.5969
 212000000.0000	  72.6870	  43.8675
 220000000.0000	  72.6941	  39.4537
 228000000.0000	  74.0644	  36.1718
 236000000.0000	  76.0745	  34.6887
 244000000.0000	  77.6338	  34.6041
 252000000.0000	  78.3829	  36.0464
 260000000.0000	  77.2358	  36.9651
 268000000.0000	  75.5402	  36.9060
 276000000.0000	  74.4201	  35.1242
 284000000.0000	  72.6493	  32.9743
 292000000.0000	  74.1360	  29.7705
 300000000.0000	  75.2214	  28.4633
 308000000.0000	  76.7693	  28.2103
 316000000.0000	  77.5363	  29.0772
 324000000.0000	  77.2706	  30.0989
 332000000.0000	  76.2580	  30.5632
 340000000.0000	  74.8971	  29.8617
 348000000.0000	  73.9583	  27.9806
 356000000.0000	  73.8861	  26.6280
 364000000.0000	  74.6447	  25.1625
 372000000.0000	  76.0348	  24.4082
 380000000.0000	  77.2987	  24.8866
 388000000.0000	  76.8084	  25.6709
 396000000.0000	  76.0956	  26.0782
 404000000.0000	  74.6151	  26.0073
 412000000.0000	  73.5443	  25.2604
 420000000.0000	  73.8065	  23.6196
 428000000.0000	  74.5801	  22.2507
 436000000.0000	  75.6462	  21.9878
 444000000.0000	  76.9467	  22.1478
 452000000.0000	  77.1698	  22.8400
 460000000.0000	  76.6232	  23.4469
 468000000.0000	  75.1344	  23.5139
 476000000.0000	  73.8285	  22.5897
 484000000.0000	  73.1744	  21.5118
 492000000.0000	  73.6851	  20.1775
 500000000.0000	  74.3155	  19.7397
 508000000.0000	  75.4135	  19.8159
 516000000.0000	  76.1961	  20.5030
 524000000.0000	  76.5187	  21.2390
 532000000.0000	  75.6007	  21.4292
 540000000.0000	  74.5412	  20.9698
 548000000.0000	  74.4829	  20.0642
 556000000.0000	  73.9126	  18.8001
 564000000.0000	  74.3086	  18.1181
 572000000.0000	  74.7599	  17.7489
 580000000.0000	  75.1696	  18.2460
 588000000.0000	  74.7893	  18.8698
 596000000.0000	  74.7401	  19.4808
 604000000.0000	  74.2056	  19.5704
 612000000.0000	  73.8255	  18.8106
 620000000.0000	  73.7902	  18.1857
 628000000.0000	  74.3954	  17.2937
 636000000.0000	  75.1966	  16.9545
 644000000.0000	  75.5904	  17.0161
 652000000.0000	  75.5180	  17.6221
 660000000.0000	  74.8657	  17.9622
 668000000.0000	  73.9826	  18.1660
 676000000.0000	  73.0064	  17.9355
 684000000.0000	  72.9165	  17.0907
 692000000.0000	  73.3434	  16.5384
 700000000.0000	  74.0607	  16.1466
 708000000.0000	  75.0426	  16.1999
 716000000.0000	  75.5413	  16.6484
 724000000.0000	  75.4292	  17.1929
 732000000.0000	  74.8348	  17.3426
 740000000.0000	  73.9444	  17.0834
 748000000.0000	  73.2246	  16.4639
 756000000.0000	  72.9709	  15.5650
 764000000.0000	  73.2203	  15.0882
 772000000.0000	  73.7316	  14.9771
 780000000.0000	  74.3172	  15.3850
 788000000.0000	  74.5470	  16.0069
 796000000.0000	  74.2261	  16.6374
 804000000.0000	  74.0153	  16.5355
 812000000.0000	  73.4003	  16.1470
 820000000.0000	  73.3235	  15.3891
 828000000.0000	  73.4940	  14.5511
 836000000.0000	  73.6268	  14.2021
 844000000.0000	  74.2444	  14.2924
 852000000.0000	  74.1274	  14.7652
 860000000.0000	  73.7419	  15.3402
 868000000.0000	  73.1849	  15.6283
 876000000.0000	  72.6412	  15.5855
 884000000.0000	  72.2834	  15.1451
 892000000.0000	  72.8169	  14.5427
 900000000.0000	  73.4759	  14.0401
