frequency	e'	e''
 100000000.0000	  76.0056	 189.0613
 108000000.0000	  82.0927	 176.4034
 116000000.0000	  82.1133	 165.2829
 124000000.0000	  82.2127	 162.1202
 132000000.0000	  77.9241	 154.5257
 140000000.0000	  74.1315	 145.2239
 148000000.0000	  73.4882	 136.4150
 156000000.0000	  70.9874	 125.9374
 164000000.0000	  74.3833	 117.6167
 172000000.0000	  77.6280	 112.6223
 180000000.0000	  79.7389	 109.8620
 188000000.0000	  78.7782	 107.6215
 196000000.0000	  78.9255	 106.0423
 204000000.0000	  75.1078	 101.9892
 212000000.0000	  72.4563	  97.3463
 220000000.0000	  72.3982	  91.1669
 228000000.0000	  73.4550	  86.3412
 236000000.0000	  75.4431	  82.9962
 244000000.0000	  76.6537	  81.0815
 252000000.0000	  77.5973	  81.2087
 260000000.0000	  76.2332	  80.4723
 268000000.0000	  74.9010	  79.3302
 276000000.0000	  73.8804	  76.6650
 284000000.0000	  72.3769	  72.9396
 292000000.0000	  72.9410	  69.3556
 300000000.0000	  74.3113	  66.6997
 308000000.0000	  75.7417	  65.4663
 316000000.0000	  76.8513	  65.3865
 324000000.0000	  76.1807	  65.4314
 332000000.0000	  75.2415	  65.0313
 340000000.0000	  73.5744	  63.8041
 348000000.0000	  73.0098	  60.9394
 356000000.0000	  72.8511	  58.9488
 364000000.0000	  73.9697	  56.8354
 372000000.0000	  74.8625	  55.2545
 380000000.0000	  76.0655	  55.2025
 388000000.0000	  75.9313	  55.4070
 396000000.0000	  74.9586	  55.1201
 404000000.0000	  73.6857	  54.4397
 412000000.0000	  72.8716	  53.0227
 420000000.0000	  72.6823	  51.2090
 428000000.0000	  73.5788	  49.2912
 436000000.0000	  74.3575	  48.5463
 444000000.0000	  75.6147	  48.2448
 452000000.0000	  76.0619	  48.3560
 460000000.0000	  75.0812	  48.5101
 468000000.0000	  73.8847	  48.1660
 476000000.0000	  72.5145	  46.9767
 484000000.0000	  72.4087	  45.2962
 492000000.0000	  72.4586	  43.8104
 500000000.0000	  73.2179	  43.0581
 508000000.0000	  74.2301	  42.7644
 516000000.0000	  74.7422	  43.0921
 524000000.0000	  74.8154	  43.5888
 532000000.0000	  74.4345	  43.1991
 540000000.0000	  73.2793	  42.1626
 548000000.0000	  72.8768	  41.4257
 556000000.0000	  72.8009	  39.6565
 564000000.0000	  73.0960	  38.5795
 572000000.0000	  73.2387	  37.9295
 580000000.0000	  73.9377	  38.3614
 588000000.0000	  73.4697	  38.4997
 596000000.0000	  73.4181	  38.8225
 604000000.0000	  72.6425	  38.8059
 612000000.0000	  72.5923	  37.8633
 620000000.0000	  72.3156	  36.9831
 628000000.0000	  72.8647	  35.8956
 636000000.0000	  73.6995	  35.2889
 644000000.0000	  73.9984	  35.0865
 652000000.0000	  73.9025	  35.5367
 660000000.0000	  73.2261	  35.4611
 668000000.0000	  72.3621	  35.5734
 676000000.0000	  71.3912	  35.1710
 684000000.0000	  71.2903	  34.0934
 692000000.0000	  71.7196	  33.4984
 700000000.0000	  72.4277	  32.9380
 708000000.0000	  73.4232	  32.8252
 716000000.0000	  73.8441	  32.9884
 724000000.0000	  73.8133	  33.3966
 732000000.0000	  73.3327	  33.0440
 740000000.0000	  72.2261	  32.7670
 748000000.0000	  71.6391	  32.1002
 756000000.0000	  71.3465	  30.9420
 764000000.0000	  71.6028	  30.4295
 772000000.0000	  72.2046	  30.1598
 780000000.0000	  72.5952	  30.4277
 788000000.0000	  72.7990	  30.8968
 796000000.0000	  72.4553	  31.3193
 804000000.0000	  72.4887	  30.9907
 812000000.0000	  71.7096	  30.6273
 820000000.0000	  71.9040	  29.7388
 828000000.0000	  71.7699	  28.6029
 836000000.0000	  72.1748	  28.0548
 844000000.0000	  72.5349	  28.0950
 852000000.0000	  72.3982	  28.4372
 860000000.0000	  72.1657	  28.8016
 868000000.0000	  71.5625	  29.0753
 876000000.0000	  70.9435	  28.9280
 884000000.0000	  70.5857	  28.3776
 892000000.0000	  71.4314	  27.6551
 900000000.0000	  71.7969	  27.0742
