Frequency;1;2;3;4;5;7;9;11;13;15
100;0.38929880240179066;0.4193136916109921;0.4770747734436313;0.5229013689128575;0.6026011584109189;0.6853818801532077;0.9043305720821767;1.0543708968128513;1.5304495874674706;1.9425400191528428
108;0.40244999552855054;0.43253845326068024;0.4894091912934528;0.5355596870573135;0.6136782428791158;0.6985956117168306;0.9170488621471685;1.0663625883031873;1.543114775864592;1.9533696573257824
116;0.42302761134302774;0.4508728670460891;0.509036958701194;0.5544237897571993;0.6307408068885292;0.7154018282182909;0.929486445052131;1.0730435863513978;1.5386717177452116;1.9392417415476233
124;0.4632978398997327;0.4915441916645302;0.5510089730247639;0.5993468008726742;0.6744501153999419;0.7592820696841662;0.9783739895430831;1.1237480315423996;1.5965921624393444;2.003974698224007
132;0.47979054085470335;0.5100092900876633;0.5695361944948344;0.6164751151731983;0.6912652405317751;0.7782091039578093;0.991820272706053;1.1404044999756127;1.612856533936857;2.019619046850002
140;0.47627440606876154;0.5066703042697164;0.564615121967745;0.6108101163774059;0.6878527455323177;0.7723090463877607;0.9896914215894128;1.138514208776889;1.609499610691793;2.016822456427655
148;0.4561327642344324;0.48553338075551783;0.5450803054735764;0.5920511963408717;0.6703622705579231;0.7559235976280934;0.9794247109426909;1.128612447850682;1.612625298233453;2.0281287619581154
156;0.4291854331973834;0.45545377973002016;0.5188527116597306;0.5631093631574665;0.6401647803879509;0.724324856302565;0.9450460244625557;1.095498215722328;1.571667026704883;1.985643184750402
164;0.4139311431293822;0.43997091393767596;0.4988963040615946;0.5452744186694335;0.6225850633386066;0.7061281368598783;0.9281769283110791;1.0774888074654634;1.5564523485169122;1.9702409787804331
172;0.41701037672552016;0.44438225851975793;0.5075759136493557;0.5507994755662983;0.6275549961057171;0.7118740180083636;0.9326339732026749;1.0826004104502998;1.560824210286548;1.9760753305654346
180;0.4414385087985226;0.470839548127211;0.528849863915324;0.5753358908917413;0.6533819463361389;0.7365187165862475;0.9563153602896209;1.1053196580393125;1.5815883228258856;1.9952274097490514
188;0.47153086822888374;0.499270028894292;0.5582179242509758;0.6068595949942467;0.6824664659590529;0.7693923341000879;0.9849371800412686;1.1329954643233606;1.605143966931688;2.0111369106658903
