frequency	e'	e''
 100000000.0000	  85.7617	 179.7406
 108000000.0000	  87.8704	 168.5651
 116000000.0000	  84.0194	 156.6488
 124000000.0000	  83.6432	 147.1114
 132000000.0000	  82.1652	 139.4467
 140000000.0000	  82.6796	 131.7944
 148000000.0000	  82.5911	 124.8419
 156000000.0000	  81.9285	 119.0383
 164000000.0000	  81.7652	 113.6669
 172000000.0000	  80.7415	 107.5637
 180000000.0000	  80.8652	 104.3676
 188000000.0000	  81.6368	 100.2959
 196000000.0000	  79.5466	  97.3065
 204000000.0000	  79.2930	  93.9773
 212000000.0000	  79.5143	  90.3775
 220000000.0000	  79.1532	  87.4254
 228000000.0000	  79.0906	  84.8583
 236000000.0000	  79.2208	  82.1880
 244000000.0000	  79.8270	  79.6744
 252000000.0000	  78.4555	  77.1730
 260000000.0000	  78.4460	  75.3736
 268000000.0000	  78.9050	  73.4138
 276000000.0000	  77.8925	  71.5361
 284000000.0000	  77.6170	  69.9106
 292000000.0000	  78.6282	  68.2565
 300000000.0000	  77.3863	  66.6027
 308000000.0000	  77.1716	  65.7809
 316000000.0000	  77.5512	  64.4203
 324000000.0000	  77.0570	  62.5690
 332000000.0000	  76.7210	  61.5959
 340000000.0000	  77.0738	  60.3899
 348000000.0000	  76.8027	  59.0800
 356000000.0000	  76.1917	  58.0077
 364000000.0000	  76.2056	  57.2673
 372000000.0000	  76.1349	  55.8559
 380000000.0000	  75.5810	  55.1540
 388000000.0000	  76.2602	  54.2055
 396000000.0000	  75.6426	  53.4306
 404000000.0000	  75.3205	  52.6710
 412000000.0000	  75.6753	  51.9578
 420000000.0000	  75.2392	  51.4460
 428000000.0000	  75.1862	  50.4184
 436000000.0000	  75.5382	  49.7241
 444000000.0000	  74.8065	  48.6683
 452000000.0000	  74.7800	  48.0892
 460000000.0000	  74.9204	  47.6073
 468000000.0000	  74.3292	  46.8641
 476000000.0000	  74.3291	  46.4325
 484000000.0000	  74.3462	  45.8417
 492000000.0000	  73.8815	  45.6784
 500000000.0000	  74.1512	  44.8638
 508000000.0000	  74.2992	  44.2783
 516000000.0000	  74.0302	  43.8402
 524000000.0000	  74.3263	  43.3496
 532000000.0000	  74.1265	  42.7210
 540000000.0000	  73.6875	  42.2731
 548000000.0000	  73.4847	  42.0958
 556000000.0000	  73.5830	  41.6925
 564000000.0000	  73.3552	  41.1461
 572000000.0000	  72.6968	  40.7953
 580000000.0000	  73.4285	  40.3262
 588000000.0000	  73.1569	  40.1745
 596000000.0000	  73.1015	  39.5270
 604000000.0000	  73.1502	  39.4749
 612000000.0000	  73.0717	  38.8776
 620000000.0000	  73.0365	  38.5849
 628000000.0000	  72.8792	  38.3656
 636000000.0000	  73.0239	  37.7929
 644000000.0000	  72.4889	  37.6076
 652000000.0000	  72.9199	  37.3112
 660000000.0000	  71.9484	  37.0826
 668000000.0000	  72.3180	  36.8919
 676000000.0000	  72.5433	  36.6572
 684000000.0000	  72.2185	  36.2576
 692000000.0000	  72.5526	  36.2306
 700000000.0000	  72.2962	  36.0072
 708000000.0000	  72.0248	  35.4677
 716000000.0000	  71.9987	  35.3566
 724000000.0000	  72.4012	  34.8506
 732000000.0000	  71.7427	  34.6754
 740000000.0000	  71.7813	  34.3899
 748000000.0000	  71.9017	  34.4381
 756000000.0000	  71.2940	  33.9250
 764000000.0000	  71.5386	  34.0122
 772000000.0000	  71.5359	  33.9194
 780000000.0000	  71.4851	  33.3348
 788000000.0000	  71.5244	  33.4465
 796000000.0000	  71.6720	  33.0273
 804000000.0000	  71.2720	  32.9324
 812000000.0000	  71.3576	  32.6748
 820000000.0000	  71.6936	  32.4375
 828000000.0000	  71.1265	  32.2187
 836000000.0000	  71.0677	  32.1112
 844000000.0000	  71.1835	  32.0828
 852000000.0000	  70.9145	  31.7550
 860000000.0000	  70.9744	  31.8346
 868000000.0000	  70.9338	  31.5950
 876000000.0000	  71.1151	  31.3361
 884000000.0000	  71.1103	  31.2583
 892000000.0000	  71.0254	  31.1465
 900000000.0000	  70.8069	  30.8492
