frequency	e'	e''
 100000000.0000	  76.7830	  23.1431
 108000000.0000	  82.5908	  23.9808
 116000000.0000	  83.7626	  27.2256
 124000000.0000	  81.8531	  31.7831
 132000000.0000	  76.4914	  32.7198
 140000000.0000	  71.4081	  30.1387
 148000000.0000	  68.8936	  25.6620
 156000000.0000	  69.6468	  19.9696
 164000000.0000	  73.2430	  16.7880
 172000000.0000	  77.4498	  16.6584
 180000000.0000	  79.2894	  19.3875
 188000000.0000	  79.4258	  21.7770
 196000000.0000	  76.9939	  23.6283
 204000000.0000	  72.8269	  23.3495
 212000000.0000	  70.5203	  19.9589
 220000000.0000	  69.8537	  16.1897
 228000000.0000	  71.5481	  13.3824
 236000000.0000	  74.7141	  12.1135
 244000000.0000	  76.5176	  13.7229
 252000000.0000	  76.9655	  16.7402
 260000000.0000	  76.1637	  18.3564
 268000000.0000	  73.8732	  18.9348
 276000000.0000	  71.6924	  17.8168
 284000000.0000	  70.5324	  15.1217
 292000000.0000	  71.5694	  12.1461
 300000000.0000	  72.8156	  11.1846
 308000000.0000	  74.6445	  11.3999
 316000000.0000	  75.5931	  13.0142
 324000000.0000	  74.8210	  15.0555
 332000000.0000	  73.6993	  15.8803
 340000000.0000	  72.0728	  15.6122
 348000000.0000	  71.4032	  13.8822
 356000000.0000	  71.3080	  12.3494
 364000000.0000	  72.5722	  10.9542
 372000000.0000	  74.0699	  10.7754
 380000000.0000	  74.7625	  11.9035
 388000000.0000	  74.7562	  13.0525
 396000000.0000	  73.6995	  13.7967
 404000000.0000	  72.0100	  13.9006
 412000000.0000	  70.8913	  13.0290
 420000000.0000	  71.1019	  11.4276
 428000000.0000	  72.0040	  10.4017
 436000000.0000	  73.5194	  10.2125
 444000000.0000	  74.9029	  10.9570
 452000000.0000	  75.1812	  12.1228
 460000000.0000	  74.0574	  13.3638
 468000000.0000	  73.1091	  13.2357
 476000000.0000	  71.0340	  12.8253
 484000000.0000	  70.8902	  11.1847
 492000000.0000	  70.9865	   9.8567
 500000000.0000	  72.1013	   9.5050
 508000000.0000	  72.9417	  10.0279
 516000000.0000	  74.0865	  10.9186
 524000000.0000	  73.9408	  12.2653
 532000000.0000	  73.5718	  12.8240
 540000000.0000	  72.3581	  12.1372
 548000000.0000	  71.9681	  11.4021
 556000000.0000	  71.7452	  10.1466
 564000000.0000	  71.9371	   9.0497
 572000000.0000	  72.5528	   8.9767
 580000000.0000	  73.2469	   9.6630
 588000000.0000	  72.6487	  10.5712
 596000000.0000	  72.6125	  11.2732
 604000000.0000	  71.8045	  11.6896
 612000000.0000	  71.3052	  10.9984
 620000000.0000	  71.2891	  10.4172
 628000000.0000	  72.0164	   9.5435
 636000000.0000	  72.6631	   9.2189
 644000000.0000	  73.4746	   9.4974
 652000000.0000	  73.3626	  10.2332
 660000000.0000	  72.6417	  10.7594
 668000000.0000	  71.5204	  11.0152
 676000000.0000	  70.3995	  10.7972
 684000000.0000	  70.0118	   9.9258
 692000000.0000	  70.6316	   9.3246
 700000000.0000	  71.5513	   8.9784
 708000000.0000	  72.6875	   9.2732
 716000000.0000	  73.2859	   9.9362
 724000000.0000	  73.2146	  10.5040
 732000000.0000	  72.2373	  10.9891
 740000000.0000	  71.3859	  10.7863
 748000000.0000	  70.4538	  10.0518
 756000000.0000	  70.2498	   9.0597
 764000000.0000	  70.4846	   8.4789
 772000000.0000	  71.1305	   8.4064
 780000000.0000	  72.0034	   8.8690
 788000000.0000	  72.1791	   9.8808
 796000000.0000	  71.9622	  10.5795
 804000000.0000	  71.5193	  10.7895
 812000000.0000	  70.9600	  10.4070
 820000000.0000	  70.8618	   9.5550
 828000000.0000	  70.4993	   8.8240
 836000000.0000	  71.4269	   8.0976
 844000000.0000	  71.4716	   8.5169
 852000000.0000	  71.8410	   8.8723
 860000000.0000	  71.4801	   9.7426
 868000000.0000	  70.6208	  10.1742
 876000000.0000	  70.0585	  10.1913
 884000000.0000	  69.8582	   9.7742
 892000000.0000	  70.2144	   9.1157
 900000000.0000	  70.9325	   8.7702
