frequency	e'	e''
 100000000.0000	  77.8903	 135.1349
 108000000.0000	  83.1717	 127.5446
 116000000.0000	  83.2880	 121.5042
 124000000.0000	  82.4203	 121.0328
 132000000.0000	  76.3635	 117.4567
 140000000.0000	  72.7218	 109.4985
 148000000.0000	  71.4996	 101.5782
 156000000.0000	  70.5696	  92.1099
 164000000.0000	  73.8539	  85.6797
 172000000.0000	  77.6740	  82.3326
 180000000.0000	  79.9588	  81.3464
 188000000.0000	  79.2311	  80.9413
 196000000.0000	  78.1707	  80.4419
 204000000.0000	  74.0235	  77.5170
 212000000.0000	  71.2090	  72.9175
 220000000.0000	  70.5135	  67.6999
 228000000.0000	  71.8208	  63.5684
 236000000.0000	  74.7323	  60.5146
 244000000.0000	  76.1578	  60.1173
 252000000.0000	  77.2458	  61.2727
 260000000.0000	  75.5090	  61.8752
 268000000.0000	  74.0857	  61.0873
 276000000.0000	  72.6599	  58.6365
 284000000.0000	  70.9497	  55.1513
 292000000.0000	  71.9362	  51.3596
 300000000.0000	  72.9483	  49.3801
 308000000.0000	  74.5213	  48.6000
 316000000.0000	  75.0035	  49.5632
 324000000.0000	  75.3074	  50.0357
 332000000.0000	  73.3634	  50.5115
 340000000.0000	  72.4287	  49.1843
 348000000.0000	  71.9270	  46.7030
 356000000.0000	  71.4201	  44.6081
 364000000.0000	  73.0278	  42.6071
 372000000.0000	  73.8260	  41.6603
 380000000.0000	  74.4979	  42.1262
 388000000.0000	  74.4331	  42.4988
 396000000.0000	  73.5239	  42.6817
 404000000.0000	  71.4760	  42.4932
 412000000.0000	  70.5977	  40.9952
 420000000.0000	  70.9736	  39.0285
 428000000.0000	  71.9110	  37.5650
 436000000.0000	  73.4784	  36.8309
 444000000.0000	  74.4021	  37.0265
 452000000.0000	  74.7171	  37.5888
 460000000.0000	  73.6093	  38.2738
 468000000.0000	  72.7461	  37.6734
 476000000.0000	  70.9533	  36.7727
 484000000.0000	  70.6261	  35.1190
 492000000.0000	  70.6480	  33.5432
 500000000.0000	  71.5514	  32.9461
 508000000.0000	  72.4901	  33.0705
 516000000.0000	  73.3531	  33.5258
 524000000.0000	  73.6546	  34.2055
 532000000.0000	  72.8831	  34.4846
 540000000.0000	  71.8581	  33.4071
 548000000.0000	  71.5480	  32.5143
 556000000.0000	  71.1845	  30.9113
 564000000.0000	  71.5411	  29.7530
 572000000.0000	  71.8537	  29.2976
 580000000.0000	  72.5475	  29.8757
 588000000.0000	  71.6224	  30.4444
 596000000.0000	  71.8764	  30.8129
 604000000.0000	  71.0868	  30.9450
 612000000.0000	  70.7515	  30.0828
 620000000.0000	  70.7430	  29.2330
 628000000.0000	  71.6650	  28.1280
 636000000.0000	  72.1158	  27.6187
 644000000.0000	  72.8505	  27.5092
 652000000.0000	  72.9392	  28.1016
 660000000.0000	  71.9596	  28.2421
 668000000.0000	  70.8662	  28.4380
 676000000.0000	  69.7077	  28.0598
 684000000.0000	  69.5536	  27.0245
 692000000.0000	  69.9892	  26.4140
 700000000.0000	  70.8496	  25.8929
 708000000.0000	  71.9935	  25.9263
 716000000.0000	  72.5041	  26.3005
 724000000.0000	  72.4417	  26.8205
 732000000.0000	  71.7739	  26.8047
 740000000.0000	  70.6934	  26.3851
 748000000.0000	  69.9088	  25.6551
 756000000.0000	  69.5500	  24.5056
 764000000.0000	  69.8037	  23.9547
 772000000.0000	  70.3632	  23.7764
 780000000.0000	  71.0435	  24.2073
 788000000.0000	  71.3205	  24.8672
 796000000.0000	  71.1718	  25.3077
 804000000.0000	  70.8236	  25.3194
 812000000.0000	  70.3216	  24.6926
 820000000.0000	  70.0826	  23.7944
 828000000.0000	  70.1932	  22.7226
 836000000.0000	  70.5085	  22.2739
 844000000.0000	  70.7378	  22.2562
 852000000.0000	  70.7489	  22.8015
 860000000.0000	  70.5187	  23.4486
 868000000.0000	  69.7466	  23.7150
 876000000.0000	  69.2559	  23.6513
 884000000.0000	  69.1275	  23.1132
 892000000.0000	  69.5849	  22.3328
 900000000.0000	  70.3557	  21.6309
