frequency	e'	e''
 100000000.0000	  55.0499	  54.6349
 108000000.0000	  56.7012	  51.6506
 116000000.0000	  57.6168	  48.8104
 124000000.0000	  58.4310	  46.1913
 132000000.0000	  57.8177	  44.6963
 140000000.0000	  59.5773	  42.3228
 148000000.0000	  61.8852	  39.7443
 156000000.0000	  61.2295	  38.5585
 164000000.0000	  61.5217	  36.9070
 172000000.0000	  62.0121	  35.1569
 180000000.0000	  62.2082	  34.0476
 188000000.0000	  61.4020	  33.5619
 196000000.0000	  63.2253	  31.4325
 204000000.0000	  63.3084	  30.5730
 212000000.0000	  62.3198	  30.0457
 220000000.0000	  62.4046	  28.9552
 228000000.0000	  62.5885	  28.3520
 236000000.0000	  62.8281	  27.7962
 244000000.0000	  63.0820	  27.1704
 252000000.0000	  63.8889	  26.2589
 260000000.0000	  62.7778	  26.4062
 268000000.0000	  63.6335	  25.4481
 276000000.0000	  63.5469	  24.6860
 284000000.0000	  63.4420	  24.3951
 292000000.0000	  63.2650	  23.9423
 300000000.0000	  63.1385	  23.3655
 308000000.0000	  63.1091	  23.2108
 316000000.0000	  63.6380	  22.9202
 324000000.0000	  63.0942	  22.5303
 332000000.0000	  62.6921	  22.3158
 340000000.0000	  63.3161	  21.7940
 348000000.0000	  63.4846	  21.4524
 356000000.0000	  63.6421	  21.2350
 364000000.0000	  64.1862	  21.2458
 372000000.0000	  64.2783	  20.7462
 380000000.0000	  63.9163	  20.2001
 388000000.0000	  63.0701	  20.5239
 396000000.0000	  63.3345	  19.9775
 404000000.0000	  63.2404	  19.6833
 412000000.0000	  63.0889	  19.5853
 420000000.0000	  63.1816	  19.6094
 428000000.0000	  62.9324	  19.3292
 436000000.0000	  63.2792	  19.1287
 444000000.0000	  62.9861	  19.0811
 452000000.0000	  63.8364	  18.6228
 460000000.0000	  63.7417	  18.7168
 468000000.0000	  63.3553	  18.4683
 476000000.0000	  63.2921	  18.1189
 484000000.0000	  63.1867	  18.0442
 492000000.0000	  62.7539	  18.0589
 500000000.0000	  62.6054	  17.9182
 508000000.0000	  63.5281	  17.4893
 516000000.0000	  63.5572	  17.3789
 524000000.0000	  63.0040	  17.5315
 532000000.0000	  63.3173	  17.2698
 540000000.0000	  63.1342	  17.4503
 548000000.0000	  62.9676	  17.5093
 556000000.0000	  63.0982	  17.1732
 564000000.0000	  63.3009	  16.8208
 572000000.0000	  62.8825	  16.8301
 580000000.0000	  63.0572	  16.5001
 588000000.0000	  62.7464	  16.6263
 596000000.0000	  62.3286	  16.4722
 604000000.0000	  62.6987	  16.5245
 612000000.0000	  62.6216	  16.5254
 620000000.0000	  62.3665	  16.4533
 628000000.0000	  62.5186	  16.6778
 636000000.0000	  63.0030	  16.2849
 644000000.0000	  62.5155	  16.3597
 652000000.0000	  62.6300	  16.3279
 660000000.0000	  62.5870	  16.1752
 668000000.0000	  62.4915	  16.0544
 676000000.0000	  62.5843	  15.9476
 684000000.0000	  62.2659	  15.8169
 692000000.0000	  62.3799	  15.7211
 700000000.0000	  62.1578	  16.0572
 708000000.0000	  62.4196	  15.7214
 716000000.0000	  61.9961	  16.1324
 724000000.0000	  62.6756	  15.9118
 732000000.0000	  62.2313	  15.9026
 740000000.0000	  62.2524	  15.7886
 748000000.0000	  62.4227	  15.8406
 756000000.0000	  61.5906	  15.6834
 764000000.0000	  61.8342	  15.5099
 772000000.0000	  61.5952	  15.5688
 780000000.0000	  61.7187	  15.2284
 788000000.0000	  61.6620	  15.4047
 796000000.0000	  61.6348	  15.4989
 804000000.0000	  61.6429	  15.5189
 812000000.0000	  61.5888	  15.6319
 820000000.0000	  61.7121	  15.6414
 828000000.0000	  61.5737	  15.6569
 836000000.0000	  61.9384	  15.4079
 844000000.0000	  61.5400	  15.5125
 852000000.0000	  62.1147	  15.2468
 860000000.0000	  61.6379	  15.2303
 868000000.0000	  61.5265	  15.2058
 876000000.0000	  61.2258	  15.1937
 884000000.0000	  61.3277	  15.2983
 892000000.0000	  61.2773	  15.3860
 900000000.0000	  61.0100	  15.5727
