frequency	e'	e''
 100000000.0000	  77.9272	 132.8807
 108000000.0000	  83.1682	 125.5482
 116000000.0000	  83.4174	 119.8006
 124000000.0000	  82.3089	 119.2850
 132000000.0000	  77.5330	 114.9165
 140000000.0000	  72.8780	 107.8612
 148000000.0000	  71.8619	 100.1435
 156000000.0000	  70.9789	  90.8808
 164000000.0000	  74.2228	  84.3406
 172000000.0000	  77.4953	  81.6231
 180000000.0000	  80.3553	  80.2151
 188000000.0000	  79.4820	  79.7622
 196000000.0000	  78.6078	  79.3061
 204000000.0000	  74.3963	  76.5555
 212000000.0000	  71.5440	  72.0145
 220000000.0000	  70.9525	  66.7079
 228000000.0000	  72.0905	  63.1699
 236000000.0000	  75.1475	  59.5937
 244000000.0000	  76.6857	  59.2620
 252000000.0000	  77.6906	  60.5062
 260000000.0000	  75.8682	  61.0878
 268000000.0000	  74.5754	  60.2151
 276000000.0000	  73.0831	  57.9048
 284000000.0000	  70.9101	  54.7803
 292000000.0000	  72.3010	  50.6640
 300000000.0000	  73.2656	  48.7916
 308000000.0000	  75.2112	  48.0248
 316000000.0000	  75.8242	  48.6217
 324000000.0000	  75.7236	  49.4612
 332000000.0000	  74.1179	  49.8025
 340000000.0000	  72.5392	  48.5793
 348000000.0000	  72.3982	  46.1638
 356000000.0000	  71.6819	  44.3236
 364000000.0000	  73.0183	  42.0953
 372000000.0000	  74.2344	  41.1560
 380000000.0000	  75.0150	  41.3543
 388000000.0000	  74.8031	  42.1044
 396000000.0000	  73.7911	  42.2355
 404000000.0000	  71.7681	  41.9641
 412000000.0000	  70.7696	  40.8367
 420000000.0000	  71.6637	  38.6587
 428000000.0000	  72.0400	  37.1212
 436000000.0000	  73.5885	  36.4961
 444000000.0000	  75.1917	  36.6001
 452000000.0000	  75.1702	  37.1929
 460000000.0000	  74.0528	  37.8430
 468000000.0000	  72.8874	  37.5389
 476000000.0000	  71.3029	  36.2030
 484000000.0000	  70.5391	  34.9638
 492000000.0000	  70.9392	  33.2336
 500000000.0000	  71.7094	  32.5915
 508000000.0000	  73.1216	  32.5982
 516000000.0000	  74.0744	  33.2521
 524000000.0000	  73.8892	  33.9139
 532000000.0000	  73.4024	  34.1881
 540000000.0000	  72.4512	  33.3440
 548000000.0000	  71.7742	  32.1702
 556000000.0000	  71.7664	  30.6265
 564000000.0000	  72.2242	  29.4636
 572000000.0000	  72.0781	  28.9988
 580000000.0000	  73.1214	  29.4322
 588000000.0000	  72.3040	  30.1692
 596000000.0000	  72.0927	  30.5605
 604000000.0000	  71.7498	  30.5441
 612000000.0000	  71.2755	  29.9717
 620000000.0000	  71.2829	  28.8328
 628000000.0000	  72.0670	  28.0895
 636000000.0000	  73.0255	  27.2544
 644000000.0000	  72.9767	  27.4105
 652000000.0000	  73.6125	  27.7774
 660000000.0000	  72.0093	  28.1663
 668000000.0000	  71.5599	  28.0892
 676000000.0000	  70.5877	  27.7258
 684000000.0000	  69.9364	  26.9564
 692000000.0000	  70.5032	  26.0450
 700000000.0000	  71.4708	  25.8981
 708000000.0000	  72.6750	  25.6108
 716000000.0000	  72.7853	  26.2338
 724000000.0000	  73.3566	  26.5396
 732000000.0000	  72.4263	  26.3874
 740000000.0000	  71.0784	  26.3757
 748000000.0000	  70.7584	  25.3474
 756000000.0000	  69.6860	  24.4766
 764000000.0000	  70.4662	  23.6987
 772000000.0000	  70.8039	  23.7447
 780000000.0000	  71.5642	  23.9194
 788000000.0000	  71.8409	  24.5816
 796000000.0000	  71.6934	  25.3389
 804000000.0000	  71.3734	  25.0177
 812000000.0000	  70.6866	  24.6990
 820000000.0000	  70.9179	  23.5689
 828000000.0000	  70.3342	  22.6816
 836000000.0000	  71.1692	  22.0314
 844000000.0000	  71.2432	  22.2576
 852000000.0000	  71.2218	  22.5312
 860000000.0000	  71.1753	  23.1880
 868000000.0000	  70.2848	  23.7299
 876000000.0000	  69.9185	  23.3836
 884000000.0000	  69.5709	  23.0857
 892000000.0000	  70.3817	  22.1300
 900000000.0000	  70.6030	  21.6261
