frequency	e'	e''
 100000000.0000	  79.5748	 171.6560
 108000000.0000	  84.9770	 161.3985
 116000000.0000	  84.9340	 152.1292
 124000000.0000	  84.4514	 149.9019
 132000000.0000	  79.6364	 143.5175
 140000000.0000	  74.7798	 134.8203
 148000000.0000	  74.2368	 125.9140
 156000000.0000	  72.7881	 115.2550
 164000000.0000	  75.8071	 107.4106
 172000000.0000	  79.8342	 103.2011
 180000000.0000	  82.1117	 101.2079
 188000000.0000	  81.2644	  99.6095
 196000000.0000	  80.7718	  98.4437
 204000000.0000	  77.3431	  94.7920
 212000000.0000	  73.7397	  89.5650
 220000000.0000	  72.9534	  83.9862
 228000000.0000	  74.7370	  78.9843
 236000000.0000	  77.4410	  75.2047
 244000000.0000	  78.4209	  74.8728
 252000000.0000	  79.8698	  75.1631
 260000000.0000	  78.5408	  74.8614
 268000000.0000	  76.9536	  73.9676
 276000000.0000	  75.7204	  71.2785
 284000000.0000	  74.1282	  67.3503
 292000000.0000	  75.1448	  63.2486
 300000000.0000	  75.8751	  61.2872
 308000000.0000	  77.9078	  59.8115
 316000000.0000	  78.9020	  60.0659
 324000000.0000	  78.7643	  60.5555
 332000000.0000	  77.2191	  60.5659
 340000000.0000	  75.6475	  59.0994
 348000000.0000	  75.1069	  56.3856
 356000000.0000	  74.7285	  54.3804
 364000000.0000	  76.1428	  51.9270
 372000000.0000	  77.7760	  50.7868
 380000000.0000	  78.2682	  50.7485
 388000000.0000	  78.1013	  51.1339
 396000000.0000	  77.2101	  51.0640
 404000000.0000	  75.2808	  50.5102
 412000000.0000	  74.3020	  49.1710
 420000000.0000	  75.2359	  46.7912
 428000000.0000	  75.1892	  45.3584
 436000000.0000	  77.2788	  44.3579
 444000000.0000	  78.3718	  44.4000
 452000000.0000	  78.3404	  44.7683
 460000000.0000	  77.5347	  45.0920
 468000000.0000	  76.6933	  44.5813
 476000000.0000	  74.4246	  43.4530
 484000000.0000	  74.3682	  41.8400
 492000000.0000	  74.8456	  39.9867
 500000000.0000	  75.2421	  39.2528
 508000000.0000	  76.5818	  39.0795
 516000000.0000	  77.3887	  39.5975
 524000000.0000	  77.1256	  40.1716
 532000000.0000	  76.5650	  40.3679
 540000000.0000	  75.8440	  39.2525
 548000000.0000	  75.0299	  38.1684
 556000000.0000	  74.9244	  36.7558
 564000000.0000	  75.7458	  35.3267
 572000000.0000	  75.6485	  34.6749
 580000000.0000	  76.8322	  35.0124
 588000000.0000	  75.9355	  35.5812
 596000000.0000	  75.7513	  35.8471
 604000000.0000	  75.0837	  35.9230
 612000000.0000	  74.7736	  35.1420
 620000000.0000	  74.6729	  33.9884
 628000000.0000	  75.3785	  33.2409
 636000000.0000	  76.4072	  32.3415
 644000000.0000	  76.3688	  32.4123
 652000000.0000	  77.1615	  32.6943
 660000000.0000	  75.7954	  32.9121
 668000000.0000	  75.2792	  32.7515
 676000000.0000	  74.2187	  32.3883
 684000000.0000	  73.7806	  31.3615
 692000000.0000	  74.4366	  30.4025
 700000000.0000	  75.3308	  30.2312
 708000000.0000	  76.4390	  29.9012
 716000000.0000	  76.6291	  30.6044
 724000000.0000	  76.9950	  30.8335
 732000000.0000	  76.0633	  30.6030
 740000000.0000	  74.8098	  30.4976
 748000000.0000	  74.6832	  29.3401
 756000000.0000	  73.7101	  28.3301
 764000000.0000	  74.6295	  27.4415
 772000000.0000	  75.0775	  27.4711
 780000000.0000	  75.7607	  27.6974
 788000000.0000	  76.1351	  28.2073
 796000000.0000	  75.6930	  28.9138
 804000000.0000	  75.2515	  28.5465
 812000000.0000	  74.5563	  28.2480
 820000000.0000	  74.7943	  27.0494
 828000000.0000	  74.4461	  26.1107
 836000000.0000	  75.1786	  25.4233
 844000000.0000	  75.3307	  25.5864
 852000000.0000	  75.3633	  25.7971
 860000000.0000	  75.3343	  26.3400
 868000000.0000	  74.4431	  26.7824
 876000000.0000	  74.0688	  26.3679
 884000000.0000	  73.6325	  26.0993
 892000000.0000	  74.4355	  25.1297
 900000000.0000	  74.5242	  24.6744
