frequency	e'	e''
 100000000.0000	  75.4241	  87.0703
 108000000.0000	  82.0914	  82.1975
 116000000.0000	  83.2289	  79.9162
 124000000.0000	  81.8624	  81.3845
 132000000.0000	  77.0306	  78.7552
 140000000.0000	  72.8044	  73.9382
 148000000.0000	  71.2884	  67.3021
 156000000.0000	  70.6984	  60.1284
 164000000.0000	  73.4912	  55.3137
 172000000.0000	  76.4666	  53.6785
 180000000.0000	  79.3570	  53.5433
 188000000.0000	  78.8504	  54.3990
 196000000.0000	  77.2268	  55.0433
 204000000.0000	  74.0164	  52.8094
 212000000.0000	  71.5327	  49.2119
 220000000.0000	  70.9647	  44.7905
 228000000.0000	  72.5643	  41.3077
 236000000.0000	  75.0926	  39.1625
 244000000.0000	  76.0081	  39.8575
 252000000.0000	  76.7350	  41.3658
 260000000.0000	  75.7161	  41.8051
 268000000.0000	  73.8790	  41.6595
 276000000.0000	  72.4653	  39.7997
 284000000.0000	  71.0040	  37.0086
 292000000.0000	  72.2080	  33.7694
 300000000.0000	  72.9061	  32.6711
 308000000.0000	  74.9269	  32.1115
 316000000.0000	  75.8861	  32.9235
 324000000.0000	  75.1093	  34.3790
 332000000.0000	  73.8926	  34.5144
 340000000.0000	  72.4550	  33.7363
 348000000.0000	  71.7830	  31.6622
 356000000.0000	  71.6730	  29.8187
 364000000.0000	  72.8160	  28.1885
 372000000.0000	  73.8411	  27.8962
 380000000.0000	  74.8887	  28.1849
 388000000.0000	  74.8657	  28.9926
 396000000.0000	  74.2230	  29.7406
 404000000.0000	  72.4022	  29.2435
 412000000.0000	  71.4679	  28.2095
 420000000.0000	  72.0876	  26.4741
 428000000.0000	  72.7198	  25.1451
 436000000.0000	  73.7865	  24.6157
 444000000.0000	  74.6488	  25.1409
 452000000.0000	  75.4475	  25.7205
 460000000.0000	  74.3176	  26.3956
 468000000.0000	  73.4802	  26.2547
 476000000.0000	  71.7948	  25.3881
 484000000.0000	  71.2091	  24.0942
 492000000.0000	  71.4320	  22.7474
 500000000.0000	  72.2436	  22.4172
 508000000.0000	  73.1421	  22.5239
 516000000.0000	  74.4137	  23.0652
 524000000.0000	  74.4276	  23.7952
 532000000.0000	  73.5142	  24.0158
 540000000.0000	  72.7617	  23.2941
 548000000.0000	  72.1429	  22.4825
 556000000.0000	  71.5189	  21.2889
 564000000.0000	  72.3311	  20.3443
 572000000.0000	  72.5984	  19.9299
 580000000.0000	  73.0790	  20.5035
 588000000.0000	  72.9458	  21.1211
 596000000.0000	  72.5740	  21.7468
 604000000.0000	  71.9563	  21.6627
 612000000.0000	  71.6352	  21.1433
 620000000.0000	  71.4922	  20.2873
 628000000.0000	  72.0131	  19.4473
 636000000.0000	  72.9681	  18.9130
 644000000.0000	  73.4657	  18.9615
 652000000.0000	  73.3371	  19.6622
 660000000.0000	  72.5623	  19.9605
 668000000.0000	  71.4705	  20.1917
 676000000.0000	  70.7773	  19.7869
 684000000.0000	  70.3796	  19.1196
 692000000.0000	  70.9079	  18.3976
 700000000.0000	  71.7242	  17.9127
 708000000.0000	  72.7257	  18.0147
 716000000.0000	  73.0659	  18.4252
 724000000.0000	  73.1514	  19.0513
 732000000.0000	  72.6127	  18.9948
 740000000.0000	  71.3395	  19.0085
 748000000.0000	  70.7501	  18.2378
 756000000.0000	  70.3426	  17.3648
 764000000.0000	  70.5659	  16.7076
 772000000.0000	  71.5204	  16.5724
 780000000.0000	  71.9356	  17.0138
 788000000.0000	  72.1656	  17.5510
 796000000.0000	  72.0110	  18.2733
 804000000.0000	  71.6974	  18.0956
 812000000.0000	  70.7514	  17.8710
 820000000.0000	  71.0356	  16.9610
 828000000.0000	  71.0184	  16.0100
 836000000.0000	  71.4005	  15.5163
 844000000.0000	  71.8944	  15.7573
 852000000.0000	  71.7727	  16.2300
 860000000.0000	  71.5405	  16.7415
 868000000.0000	  70.7350	  17.1386
 876000000.0000	  70.1798	  17.0792
 884000000.0000	  69.7754	  16.5619
 892000000.0000	  70.5931	  15.8259
 900000000.0000	  70.9850	  15.3606
