frequency	e'	e''
 100000000.0000	  78.4970	 347.8018
 108000000.0000	  83.5570	 323.4136
 116000000.0000	  81.6107	 298.9931
 124000000.0000	  83.8095	 289.1237
 132000000.0000	  79.0935	 273.7246
 140000000.0000	  75.1934	 257.9447
 148000000.0000	  74.8603	 245.6506
 156000000.0000	  73.7692	 227.7005
 164000000.0000	  75.3449	 214.7670
 172000000.0000	  78.5076	 205.3884
 180000000.0000	  80.3668	 198.1699
 188000000.0000	  79.7086	 191.4530
 196000000.0000	  80.1780	 187.1824
 204000000.0000	  75.3050	 179.9895
 212000000.0000	  73.1249	 171.6150
 220000000.0000	  72.5504	 163.2822
 228000000.0000	  73.7876	 157.0451
 236000000.0000	  76.1308	 150.3305
 244000000.0000	  76.1374	 146.2564
 252000000.0000	  77.6317	 144.6267
 260000000.0000	  76.2041	 141.8603
 268000000.0000	  75.0175	 139.1060
 276000000.0000	  74.7286	 134.8548
 284000000.0000	  73.2271	 129.2157
 292000000.0000	  73.6528	 123.8859
 300000000.0000	  74.0915	 120.1593
 308000000.0000	  75.6310	 117.3399
 316000000.0000	  75.5854	 116.1609
 324000000.0000	  75.2398	 114.9757
 332000000.0000	  74.9124	 113.1116
 340000000.0000	  73.7073	 110.6468
 348000000.0000	  73.1502	 107.1226
 356000000.0000	  73.3369	 104.0293
 364000000.0000	  73.9572	 100.9644
 372000000.0000	  74.7469	  98.8158
 380000000.0000	  75.8709	  97.4727
 388000000.0000	  75.2613	  96.5963
 396000000.0000	  74.7868	  95.7713
 404000000.0000	  73.2212	  93.8278
 412000000.0000	  72.2419	  91.9462
 420000000.0000	  73.1127	  89.4661
 428000000.0000	  73.3078	  87.0848
 436000000.0000	  74.3977	  85.5924
 444000000.0000	  75.3998	  84.9933
 452000000.0000	  75.6822	  84.3522
 460000000.0000	  74.8789	  83.5243
 468000000.0000	  74.2609	  82.3991
 476000000.0000	  72.4946	  80.2859
 484000000.0000	  72.0835	  78.5797
 492000000.0000	  72.4941	  76.6449
 500000000.0000	  72.8364	  75.4005
 508000000.0000	  73.4825	  74.6872
 516000000.0000	  74.5772	  74.6149
 524000000.0000	  74.4922	  74.6209
 532000000.0000	  74.1681	  73.7062
 540000000.0000	  73.3741	  72.3301
 548000000.0000	  73.1259	  70.8818
 556000000.0000	  72.4618	  68.7292
 564000000.0000	  73.3816	  67.4749
 572000000.0000	  72.7680	  66.2129
 580000000.0000	  73.6105	  66.2428
 588000000.0000	  72.7422	  65.9240
 596000000.0000	  72.7954	  66.0137
 604000000.0000	  72.3855	  65.4248
 612000000.0000	  72.2030	  64.5795
 620000000.0000	  72.3618	  63.1329
 628000000.0000	  72.7855	  62.2055
 636000000.0000	  73.7950	  60.9680
 644000000.0000	  73.8052	  60.2990
 652000000.0000	  73.9703	  60.6064
 660000000.0000	  72.8794	  59.8356
 668000000.0000	  72.0999	  59.7138
 676000000.0000	  71.3578	  58.8722
 684000000.0000	  70.7741	  57.7282
 692000000.0000	  71.6136	  56.8772
 700000000.0000	  72.1238	  56.4931
 708000000.0000	  73.2370	  55.8541
 716000000.0000	  73.3125	  56.0447
 724000000.0000	  73.7025	  56.1527
 732000000.0000	  72.9613	  55.2361
 740000000.0000	  71.7182	  54.8184
 748000000.0000	  71.6820	  53.6820
 756000000.0000	  70.7221	  52.3581
 764000000.0000	  71.3654	  51.5273
 772000000.0000	  71.4706	  51.3332
 780000000.0000	  72.0774	  51.2696
 788000000.0000	  72.2883	  51.4493
 796000000.0000	  72.1453	  51.8875
 804000000.0000	  72.1413	  51.3397
 812000000.0000	  71.3746	  50.7642
 820000000.0000	  71.6784	  49.7346
 828000000.0000	  71.4825	  48.2465
 836000000.0000	  71.6628	  47.6896
 844000000.0000	  71.9737	  47.3116
 852000000.0000	  71.8415	  47.4231
 860000000.0000	  71.5940	  47.5896
 868000000.0000	  70.8403	  47.7795
 876000000.0000	  70.4531	  47.4167
 884000000.0000	  70.3772	  46.8527
 892000000.0000	  71.0109	  46.1852
 900000000.0000	  71.4304	  45.3055
