frequency	e'	e''
 100000000.0000	  77.2164	 269.7943
 108000000.0000	  79.3235	 252.2233
 116000000.0000	  79.2278	 232.3667
 124000000.0000	  80.9723	 224.7672
 132000000.0000	  78.0433	 212.7968
 140000000.0000	  75.9500	 200.2968
 148000000.0000	  75.4892	 190.2631
 156000000.0000	  72.9364	 176.9834
 164000000.0000	  75.5051	 166.9250
 172000000.0000	  76.7769	 159.7767
 180000000.0000	  78.3573	 154.2049
 188000000.0000	  77.4081	 149.0604
 196000000.0000	  78.4354	 145.7830
 204000000.0000	  75.3202	 140.0979
 212000000.0000	  73.6162	 134.1027
 220000000.0000	  73.3450	 127.7361
 228000000.0000	  73.9885	 122.3744
 236000000.0000	  75.6510	 117.3335
 244000000.0000	  75.9185	 114.3525
 252000000.0000	  77.5073	 112.8485
 260000000.0000	  75.2051	 110.7876
 268000000.0000	  74.9333	 108.4604
 276000000.0000	  75.0195	 105.3910
 284000000.0000	  73.0021	 101.1954
 292000000.0000	  74.2860	  97.0710
 300000000.0000	  74.7027	  94.3203
 308000000.0000	  75.4521	  92.1631
 316000000.0000	  76.0874	  91.4199
 324000000.0000	  76.1143	  90.0647
 332000000.0000	  74.7039	  89.0455
 340000000.0000	  74.3031	  86.8375
 348000000.0000	  74.1094	  83.9106
 356000000.0000	  73.3882	  81.5742
 364000000.0000	  74.1827	  79.5138
 372000000.0000	  74.9152	  77.4475
 380000000.0000	  75.0586	  76.8399
 388000000.0000	  75.3787	  76.4014
 396000000.0000	  75.2363	  75.2378
 404000000.0000	  73.6670	  74.0564
 412000000.0000	  73.4388	  72.6235
 420000000.0000	  73.9495	  70.5017
 428000000.0000	  73.7008	  68.6962
 436000000.0000	  74.7016	  67.5757
 444000000.0000	  75.3814	  66.9170
 452000000.0000	  75.4278	  66.2317
 460000000.0000	  75.0851	  65.7751
 468000000.0000	  74.4079	  64.9733
 476000000.0000	  72.8632	  63.5055
 484000000.0000	  72.9419	  62.2240
 492000000.0000	  72.6823	  60.8292
 500000000.0000	  72.9514	  60.0051
 508000000.0000	  74.0613	  59.1709
 516000000.0000	  74.7507	  58.9857
 524000000.0000	  74.5555	  58.7639
 532000000.0000	  74.3479	  58.2072
 540000000.0000	  73.7363	  56.9421
 548000000.0000	  72.9510	  56.2289
 556000000.0000	  72.8233	  54.6900
 564000000.0000	  73.0910	  53.6220
 572000000.0000	  72.9570	  52.7367
 580000000.0000	  73.9261	  52.5347
 588000000.0000	  73.0580	  52.5106
 596000000.0000	  73.4140	  52.4148
 604000000.0000	  72.7579	  52.1526
 612000000.0000	  72.7024	  51.1664
 620000000.0000	  72.5976	  50.2769
 628000000.0000	  73.1930	  49.2576
 636000000.0000	  73.6277	  48.3324
 644000000.0000	  73.5387	  48.1018
 652000000.0000	  74.0121	  48.0851
 660000000.0000	  72.5973	  47.8545
 668000000.0000	  72.5283	  47.6230
 676000000.0000	  71.7385	  47.2415
 684000000.0000	  71.3318	  46.1155
 692000000.0000	  71.9705	  45.6745
 700000000.0000	  72.5222	  45.2185
 708000000.0000	  73.2932	  44.7148
 716000000.0000	  73.4271	  44.7329
 724000000.0000	  73.9240	  44.6276
 732000000.0000	  72.8414	  44.1580
 740000000.0000	  72.3272	  43.7102
 748000000.0000	  72.0404	  43.1527
 756000000.0000	  71.3334	  42.1428
 764000000.0000	  71.8836	  41.4308
 772000000.0000	  71.9522	  41.3612
 780000000.0000	  72.3863	  41.1149
 788000000.0000	  72.6123	  41.4585
 796000000.0000	  72.6405	  41.5341
 804000000.0000	  72.3962	  41.2438
 812000000.0000	  71.9730	  40.6510
 820000000.0000	  72.1160	  39.9162
 828000000.0000	  71.7308	  38.9480
 836000000.0000	  72.2683	  38.3049
 844000000.0000	  72.0891	  38.1326
 852000000.0000	  72.2616	  38.1903
 860000000.0000	  71.9766	  38.5986
 868000000.0000	  71.4490	  38.5437
 876000000.0000	  71.1533	  38.2162
 884000000.0000	  70.8087	  37.9994
 892000000.0000	  71.3791	  37.1088
 900000000.0000	  71.6209	  36.7198
