frequency	e'	e''
 100000000.0000	  78.9148	   7.0675
 108000000.0000	  79.6017	   6.6280
 116000000.0000	  80.0803	   6.2639
 124000000.0000	  80.6637	   6.2733
 132000000.0000	  80.3985	   6.2096
 140000000.0000	  80.6338	   5.5322
 148000000.0000	  80.9676	   4.8401
 156000000.0000	  79.6755	   4.9866
 164000000.0000	  79.5865	   4.9555
 172000000.0000	  79.0370	   4.9056
 180000000.0000	  79.0606	   4.6896
 188000000.0000	  78.8489	   4.7434
 196000000.0000	  79.2500	   4.5654
 204000000.0000	  79.9621	   4.1426
 212000000.0000	  79.5762	   4.9132
 220000000.0000	  79.8846	   4.8462
 228000000.0000	  80.6027	   3.3896
 236000000.0000	  80.5500	   3.9475
 244000000.0000	  79.9527	   4.0946
 252000000.0000	  79.6938	   3.9579
 260000000.0000	  79.1786	   4.2273
 268000000.0000	  78.7791	   4.2851
 276000000.0000	  78.6737	   4.3952
 284000000.0000	  79.3486	   3.7869
 292000000.0000	  79.3552	   4.0875
 300000000.0000	  79.9493	   3.9754
 308000000.0000	  80.8457	   3.7257
 316000000.0000	  81.2594	   3.7459
 324000000.0000	  81.3259	   3.8966
 332000000.0000	  81.7378	   3.6414
 340000000.0000	  81.3600	   3.6597
 348000000.0000	  81.1391	   3.6363
 356000000.0000	  80.8696	   3.7588
 364000000.0000	  80.5276	   4.1020
 372000000.0000	  80.6765	   3.7688
 380000000.0000	  80.6696	   4.0891
 388000000.0000	  81.0807	   3.7222
 396000000.0000	  81.4212	   3.6011
 404000000.0000	  81.7859	   3.3332
 412000000.0000	  81.5314	   3.5233
 420000000.0000	  81.4092	   3.5106
 428000000.0000	  81.1901	   3.3605
 436000000.0000	  80.3267	   3.7873
 444000000.0000	  80.3934	   3.8051
 452000000.0000	  80.2425	   3.9326
 460000000.0000	  80.0861	   4.3162
 468000000.0000	  80.5747	   3.9234
 476000000.0000	  80.8675	   3.9606
 484000000.0000	  81.0710	   3.7359
 492000000.0000	  81.3007	   3.6773
 500000000.0000	  81.0668	   3.6658
 508000000.0000	  80.1286	   4.0740
 516000000.0000	  79.9354	   3.9234
 524000000.0000	  79.3495	   4.4173
 532000000.0000	  78.4594	   4.5005
 540000000.0000	  77.9948	   4.6713
 548000000.0000	  77.9624	   4.6390
 556000000.0000	  77.8270	   4.7323
 564000000.0000	  78.2634	   5.1601
 572000000.0000	  79.3304	   4.4767
 580000000.0000	  79.1743	   4.8923
 588000000.0000	  79.1592	   4.6656
 596000000.0000	  79.5856	   4.5696
 604000000.0000	  78.8424	   4.6917
 612000000.0000	  78.2215	   4.8521
 620000000.0000	  77.8263	   4.9663
 628000000.0000	  77.3131	   4.9949
 636000000.0000	  76.8661	   5.6055
 644000000.0000	  77.4568	   5.4806
 652000000.0000	  77.7746	   5.4313
 660000000.0000	  78.2805	   5.5344
 668000000.0000	  78.7622	   5.3399
 676000000.0000	  78.8752	   5.3262
 684000000.0000	  79.3106	   4.9345
 692000000.0000	  79.0748	   5.2651
 700000000.0000	  78.3381	   4.9778
 708000000.0000	  77.8881	   5.5067
 716000000.0000	  77.5266	   5.4636
 724000000.0000	  77.1122	   5.6466
 732000000.0000	  77.5031	   5.8094
 740000000.0000	  78.0597	   5.5485
 748000000.0000	  78.5490	   5.6805
 756000000.0000	  79.6021	   5.2656
 764000000.0000	  79.4208	   5.6429
 772000000.0000	  79.3976	   5.3805
 780000000.0000	  79.4202	   5.2966
 788000000.0000	  78.5629	   5.4615
 796000000.0000	  77.8655	   5.5246
 804000000.0000	  77.6721	   5.6591
 812000000.0000	  77.2186	   5.6387
 820000000.0000	  76.5948	   6.2798
 828000000.0000	  77.9606	   5.8504
 836000000.0000	  78.2772	   6.0608
 844000000.0000	  78.9216	   6.1146
 852000000.0000	  80.1236	   5.8191
 860000000.0000	  80.3499	   5.7309
 868000000.0000	  80.1229	   5.4148
 876000000.0000	  79.6742	   5.7775
 884000000.0000	  79.0997	   5.3997
 892000000.0000	  77.7596	   5.9670
 900000000.0000	  77.9597	   5.6650
