frequency	e'	e''
 100000000.0000	  35.9628	  80.0633
 108000000.0000	  39.9637	  76.4784
 116000000.0000	  43.2702	  73.3736
 124000000.0000	  45.4679	  69.4920
 132000000.0000	  46.3544	  66.6139
 140000000.0000	  47.5510	  64.0474
 148000000.0000	  52.4104	  60.5356
 156000000.0000	  52.3732	  58.4250
 164000000.0000	  53.4244	  55.9557
 172000000.0000	  54.6787	  53.3173
 180000000.0000	  55.5269	  51.7812
 188000000.0000	  56.1253	  50.1869
 196000000.0000	  57.4894	  48.1780
 204000000.0000	  58.1881	  46.7382
 212000000.0000	  57.3133	  45.5705
 220000000.0000	  57.7750	  43.8171
 228000000.0000	  58.3952	  42.9085
 236000000.0000	  58.5475	  41.9135
 244000000.0000	  59.2788	  40.6042
 252000000.0000	  60.3114	  39.7638
 260000000.0000	  59.1174	  39.0849
 268000000.0000	  59.5436	  38.1340
 276000000.0000	  60.2904	  36.7610
 284000000.0000	  60.3432	  36.1651
 292000000.0000	  60.3645	  35.3646
 300000000.0000	  60.3342	  34.5798
 308000000.0000	  60.7765	  33.8965
 316000000.0000	  60.9814	  33.2979
 324000000.0000	  60.4432	  32.9524
 332000000.0000	  60.0897	  32.3281
 340000000.0000	  60.4135	  31.9382
 348000000.0000	  61.5481	  31.2482
 356000000.0000	  61.7108	  30.7875
 364000000.0000	  61.7414	  30.1393
 372000000.0000	  61.9074	  29.8508
 380000000.0000	  62.2590	  29.2353
 388000000.0000	  61.2471	  28.8060
 396000000.0000	  60.9927	  28.6085
 404000000.0000	  61.0941	  27.9556
 412000000.0000	  60.6691	  28.0079
 420000000.0000	  60.9676	  27.3371
 428000000.0000	  60.8365	  27.0961
 436000000.0000	  61.1911	  26.8028
 444000000.0000	  61.3485	  26.3808
 452000000.0000	  61.9027	  26.0781
 460000000.0000	  61.4788	  25.8366
 468000000.0000	  61.0772	  25.7702
 476000000.0000	  61.3863	  25.1507
 484000000.0000	  61.0453	  25.1696
 492000000.0000	  61.1353	  24.7095
 500000000.0000	  61.1788	  24.4644
 508000000.0000	  61.4477	  24.1529
 516000000.0000	  61.1312	  24.0813
 524000000.0000	  61.2584	  23.9080
 532000000.0000	  61.5292	  23.5828
 540000000.0000	  61.3726	  23.9252
 548000000.0000	  61.3861	  23.3983
 556000000.0000	  61.3058	  23.0708
 564000000.0000	  61.8759	  22.8856
 572000000.0000	  61.4248	  22.4676
 580000000.0000	  61.4381	  22.3771
 588000000.0000	  61.3424	  22.4220
 596000000.0000	  60.3867	  22.2607
 604000000.0000	  61.2636	  21.9580
 612000000.0000	  60.9549	  22.2108
 620000000.0000	  61.0141	  21.7059
 628000000.0000	  60.8136	  21.9447
 636000000.0000	  61.5834	  21.6099
 644000000.0000	  60.8339	  21.3905
 652000000.0000	  61.0090	  21.4435
 660000000.0000	  61.1779	  21.2412
 668000000.0000	  60.3372	  21.1585
 676000000.0000	  61.1475	  20.7702
 684000000.0000	  60.6772	  20.9159
 692000000.0000	  60.5502	  20.5228
 700000000.0000	  60.5674	  20.8346
 708000000.0000	  61.0484	  20.5212
 716000000.0000	  60.1455	  20.6543
 724000000.0000	  60.8060	  20.6968
 732000000.0000	  61.1053	  20.2468
 740000000.0000	  60.1442	  20.3605
 748000000.0000	  61.0737	  20.1034
 756000000.0000	  60.0143	  19.9776
 764000000.0000	  60.5877	  19.7468
 772000000.0000	  60.3385	  19.9044
 780000000.0000	  60.3053	  19.5180
 788000000.0000	  60.2108	  19.4818
 796000000.0000	  60.1180	  19.8341
 804000000.0000	  60.2405	  19.4448
 812000000.0000	  59.6879	  19.7306
 820000000.0000	  60.6506	  19.5298
 828000000.0000	  60.2307	  19.3477
 836000000.0000	  59.9909	  19.4001
 844000000.0000	  60.3977	  19.2924
 852000000.0000	  60.1441	  19.2464
 860000000.0000	  60.3146	  18.9492
 868000000.0000	  60.0776	  19.2222
 876000000.0000	  60.0176	  18.8671
 884000000.0000	  59.5559	  19.1165
 892000000.0000	  60.3033	  19.0212
 900000000.0000	  59.6108	  18.9618
