frequency	e'	e''
 100000000.0000	  86.6465	 191.5665
 108000000.0000	  89.0282	 180.1574
 116000000.0000	  85.2759	 167.1950
 124000000.0000	  85.2278	 157.3664
 132000000.0000	  85.0890	 148.3648
 140000000.0000	  84.7227	 141.2266
 148000000.0000	  84.1757	 133.2856
 156000000.0000	  83.9090	 126.6927
 164000000.0000	  83.3493	 120.7891
 172000000.0000	  81.7653	 113.8661
 180000000.0000	  82.9315	 110.3567
 188000000.0000	  82.8336	 106.2162
 196000000.0000	  81.1761	 102.4873
 204000000.0000	  81.0820	  99.1726
 212000000.0000	  81.1018	  96.2306
 220000000.0000	  80.2834	  93.8026
 228000000.0000	  80.7934	  90.2110
 236000000.0000	  81.0104	  87.5650
 244000000.0000	  81.6801	  84.4864
 252000000.0000	  80.1344	  81.7439
 260000000.0000	  80.0376	  79.4262
 268000000.0000	  79.7605	  77.3516
 276000000.0000	  78.9431	  75.7189
 284000000.0000	  79.0404	  73.6847
 292000000.0000	  79.0758	  72.5248
 300000000.0000	  78.4720	  70.3487
 308000000.0000	  79.2839	  69.3288
 316000000.0000	  79.1433	  67.9675
 324000000.0000	  78.3799	  66.3756
 332000000.0000	  78.4522	  65.1801
 340000000.0000	  78.0103	  63.9739
 348000000.0000	  77.9737	  62.1174
 356000000.0000	  78.2257	  60.8252
 364000000.0000	  77.7031	  59.9697
 372000000.0000	  77.2023	  58.5338
 380000000.0000	  77.5107	  57.8983
 388000000.0000	  77.8936	  57.0023
 396000000.0000	  76.9675	  56.4860
 404000000.0000	  77.4441	  55.6907
 412000000.0000	  77.0907	  55.1089
 420000000.0000	  76.6624	  54.2505
 428000000.0000	  77.3109	  52.9027
 436000000.0000	  76.9197	  52.0898
 444000000.0000	  76.5363	  50.8681
 452000000.0000	  76.7236	  50.2005
 460000000.0000	  76.5108	  49.5651
 468000000.0000	  75.6728	  49.1953
 476000000.0000	  76.1791	  48.6290
 484000000.0000	  75.7451	  48.0971
 492000000.0000	  75.5614	  48.0636
 500000000.0000	  76.1174	  47.2119
 508000000.0000	  76.1195	  46.5144
 516000000.0000	  75.8126	  46.0111
 524000000.0000	  76.0818	  45.3126
 532000000.0000	  75.6401	  44.4656
 540000000.0000	  75.2715	  44.1409
 548000000.0000	  75.4475	  43.7751
 556000000.0000	  75.4501	  43.1270
 564000000.0000	  75.0630	  42.8664
 572000000.0000	  74.8357	  42.4379
 580000000.0000	  74.9259	  42.4530
 588000000.0000	  75.3888	  41.9793
 596000000.0000	  74.5665	  41.6518
 604000000.0000	  74.6920	  41.2487
 612000000.0000	  74.8575	  40.7345
 620000000.0000	  74.8012	  40.1084
 628000000.0000	  74.7007	  39.5276
 636000000.0000	  74.8964	  39.3562
 644000000.0000	  74.4050	  38.8159
 652000000.0000	  74.3280	  38.9119
 660000000.0000	  74.1367	  38.4615
 668000000.0000	  73.9272	  38.6533
 676000000.0000	  74.2591	  38.1505
 684000000.0000	  74.0731	  38.1089
 692000000.0000	  74.3778	  37.7998
 700000000.0000	  73.9860	  37.2289
 708000000.0000	  74.0579	  36.7946
 716000000.0000	  73.9198	  36.3363
 724000000.0000	  73.7223	  36.1414
 732000000.0000	  73.8202	  35.6707
 740000000.0000	  73.4086	  35.4860
 748000000.0000	  73.3263	  35.7280
 756000000.0000	  73.2499	  35.3256
 764000000.0000	  73.2831	  35.4709
 772000000.0000	  73.4455	  35.2360
 780000000.0000	  73.3523	  34.9573
 788000000.0000	  73.5418	  34.6115
 796000000.0000	  73.0984	  34.3902
 804000000.0000	  73.5775	  33.8121
 812000000.0000	  73.1467	  33.5877
 820000000.0000	  73.2879	  33.5289
 828000000.0000	  73.2604	  33.0407
 836000000.0000	  72.5962	  33.2713
 844000000.0000	  72.7808	  33.0933
 852000000.0000	  72.4005	  33.1539
 860000000.0000	  72.6690	  33.1402
 868000000.0000	  72.6511	  32.9034
 876000000.0000	  73.0439	  32.7119
 884000000.0000	  73.0854	  32.2119
 892000000.0000	  73.1610	  32.1552
 900000000.0000	  73.0079	  31.5296
