frequency	e'	e''
 100000000.0000	  55.7116	  55.6191
 108000000.0000	  55.2782	  53.1141
 116000000.0000	  58.2307	  49.8021
 124000000.0000	  58.9578	  47.3047
 132000000.0000	  60.1108	  44.9212
 140000000.0000	  60.5730	  43.0427
 148000000.0000	  62.6540	  40.6695
 156000000.0000	  60.7542	  39.7619
 164000000.0000	  62.5088	  37.8298
 172000000.0000	  62.7512	  36.0169
 180000000.0000	  63.2163	  34.9702
 188000000.0000	  63.2213	  34.0509
 196000000.0000	  64.0630	  32.3856
 204000000.0000	  64.0263	  31.2498
 212000000.0000	  62.4180	  31.1008
 220000000.0000	  62.9977	  29.6493
 228000000.0000	  63.4226	  28.9437
 236000000.0000	  62.9006	  28.8750
 244000000.0000	  63.7666	  27.6319
 252000000.0000	  64.7896	  26.9106
 260000000.0000	  64.2454	  26.6999
 268000000.0000	  63.8013	  26.3305
 276000000.0000	  64.4593	  25.3288
 284000000.0000	  64.2375	  24.9472
 292000000.0000	  63.4524	  24.7244
 300000000.0000	  63.9108	  23.7576
 308000000.0000	  64.4070	  23.3035
 316000000.0000	  64.2823	  22.8253
 324000000.0000	  63.7231	  22.7378
 332000000.0000	  63.7197	  22.3129
 340000000.0000	  63.8593	  22.0852
 348000000.0000	  63.6418	  22.1144
 356000000.0000	  64.2400	  21.5906
 364000000.0000	  64.6541	  21.1736
 372000000.0000	  64.2709	  20.9587
 380000000.0000	  64.1794	  20.7419
 388000000.0000	  63.9118	  20.4691
 396000000.0000	  63.4238	  20.4739
 404000000.0000	  63.2848	  20.1469
 412000000.0000	  63.5566	  19.7070
 420000000.0000	  63.1465	  19.6977
 428000000.0000	  63.5327	  19.2918
 436000000.0000	  63.6773	  19.2693
 444000000.0000	  63.7829	  19.1715
 452000000.0000	  64.2863	  18.8834
 460000000.0000	  63.3724	  19.0683
 468000000.0000	  63.8003	  18.6351
 476000000.0000	  63.3330	  18.5819
 484000000.0000	  63.8479	  18.2134
 492000000.0000	  63.4264	  17.9767
 500000000.0000	  63.5391	  17.9021
 508000000.0000	  63.1795	  17.7460
 516000000.0000	  63.4731	  17.5119
 524000000.0000	  63.5557	  17.7452
 532000000.0000	  63.6344	  17.6817
 540000000.0000	  63.3782	  17.6367
 548000000.0000	  63.8078	  17.5753
 556000000.0000	  63.7009	  17.3206
 564000000.0000	  63.5752	  16.9578
 572000000.0000	  63.7358	  16.8076
 580000000.0000	  62.7609	  16.8200
 588000000.0000	  63.1443	  16.5511
 596000000.0000	  62.8209	  16.6351
 604000000.0000	  62.8252	  16.6059
 612000000.0000	  62.7886	  16.6103
 620000000.0000	  62.8126	  16.6461
 628000000.0000	  62.8804	  16.6777
 636000000.0000	  62.9185	  16.6244
 644000000.0000	  62.9287	  16.5485
 652000000.0000	  62.8792	  16.4746
 660000000.0000	  62.7455	  16.3190
 668000000.0000	  62.6236	  16.1420
 676000000.0000	  62.4168	  15.9818
 684000000.0000	  62.3536	  15.9097
 692000000.0000	  62.2390	  15.9620
 700000000.0000	  62.2219	  15.9470
 708000000.0000	  62.3295	  16.0222
 716000000.0000	  62.0657	  16.2424
 724000000.0000	  62.5164	  15.9704
 732000000.0000	  62.4126	  16.0189
 740000000.0000	  62.4099	  15.9519
 748000000.0000	  62.3240	  15.9184
 756000000.0000	  62.2588	  15.6323
 764000000.0000	  62.0861	  15.5900
 772000000.0000	  61.7601	  15.6028
 780000000.0000	  61.9439	  15.3009
 788000000.0000	  62.0438	  15.3543
 796000000.0000	  61.7839	  15.5738
 804000000.0000	  61.8524	  15.6241
 812000000.0000	  61.8126	  15.7111
 820000000.0000	  61.9163	  15.7772
 828000000.0000	  61.4821	  15.7463
 836000000.0000	  62.1066	  15.4447
 844000000.0000	  61.7361	  15.5827
 852000000.0000	  62.2937	  15.3208
 860000000.0000	  61.8011	  15.2653
 868000000.0000	  61.7035	  15.2364
 876000000.0000	  61.6490	  15.2992
 884000000.0000	  61.4950	  15.3604
 892000000.0000	  61.4612	  15.4449
 900000000.0000	  61.2240	  15.6333
