frequency	e'	e''
 100000000.0000	  79.3389	 197.3472
 108000000.0000	  84.5676	 184.8008
 116000000.0000	  83.9805	 173.1844
 124000000.0000	  83.9466	 169.9293
 132000000.0000	  79.0880	 161.9455
 140000000.0000	  74.7368	 152.2832
 148000000.0000	  74.1478	 142.9768
 156000000.0000	  72.8830	 131.3535
 164000000.0000	  75.4945	 123.7052
 172000000.0000	  79.8192	 118.1084
 180000000.0000	  82.4557	 115.2982
 188000000.0000	  81.4494	 113.1623
 196000000.0000	  80.9998	 111.3788
 204000000.0000	  76.5630	 106.9322
 212000000.0000	  73.3547	 101.7285
 220000000.0000	  73.1054	  94.8791
 228000000.0000	  74.3623	  89.8235
 236000000.0000	  77.1377	  86.0134
 244000000.0000	  78.3882	  84.7785
 252000000.0000	  79.8009	  85.2102
 260000000.0000	  78.3990	  84.7230
 268000000.0000	  76.5615	  83.8958
 276000000.0000	  75.7269	  80.6197
 284000000.0000	  73.9141	  76.3718
 292000000.0000	  74.9072	  72.0465
 300000000.0000	  75.6500	  69.3913
 308000000.0000	  77.2323	  67.9819
 316000000.0000	  78.4311	  68.1173
 324000000.0000	  77.2730	  68.5613
 332000000.0000	  76.1113	  68.4298
 340000000.0000	  75.3530	  66.7254
 348000000.0000	  74.3443	  64.2762
 356000000.0000	  74.5075	  61.6629
 364000000.0000	  76.1614	  59.3167
 372000000.0000	  76.7655	  57.9199
 380000000.0000	  77.6929	  57.7021
 388000000.0000	  77.6851	  57.9297
 396000000.0000	  76.1630	  57.8080
 404000000.0000	  74.9814	  56.7982
 412000000.0000	  73.8899	  55.3018
 420000000.0000	  73.8128	  53.4541
 428000000.0000	  74.9386	  51.5814
 436000000.0000	  76.5226	  50.7370
 444000000.0000	  77.4868	  50.7314
 452000000.0000	  78.1163	  50.9898
 460000000.0000	  77.2299	  51.1853
 468000000.0000	  75.7187	  50.6854
 476000000.0000	  74.0793	  49.1966
 484000000.0000	  73.8480	  47.2567
 492000000.0000	  73.8998	  45.5697
 500000000.0000	  74.6579	  44.7645
 508000000.0000	  75.7592	  44.5362
 516000000.0000	  76.3840	  45.1339
 524000000.0000	  76.7404	  45.6473
 532000000.0000	  75.9367	  45.5914
 540000000.0000	  74.9609	  44.7318
 548000000.0000	  74.6409	  43.6404
 556000000.0000	  74.5577	  41.6553
 564000000.0000	  74.9811	  40.3466
 572000000.0000	  75.0410	  39.6037
 580000000.0000	  75.7472	  39.9150
 588000000.0000	  74.9722	  40.1616
 596000000.0000	  75.0721	  40.5320
 604000000.0000	  74.3353	  40.6081
 612000000.0000	  74.2935	  39.7608
 620000000.0000	  74.0790	  38.8962
 628000000.0000	  74.8930	  37.7991
 636000000.0000	  75.7845	  37.1419
 644000000.0000	  76.1843	  36.8502
 652000000.0000	  76.2950	  37.2592
 660000000.0000	  75.0133	  37.2359
 668000000.0000	  74.3379	  36.9206
 676000000.0000	  73.0028	  36.5476
 684000000.0000	  72.8572	  35.3950
 692000000.0000	  73.3343	  34.8293
 700000000.0000	  74.4428	  34.4245
 708000000.0000	  75.3902	  34.4012
 716000000.0000	  75.9176	  34.7422
 724000000.0000	  75.9452	  35.2012
 732000000.0000	  75.1943	  34.9486
 740000000.0000	  74.1210	  34.3672
 748000000.0000	  73.3745	  33.4195
 756000000.0000	  72.9747	  32.0574
 764000000.0000	  73.2160	  31.4219
 772000000.0000	  73.7297	  31.3215
 780000000.0000	  74.5266	  31.4809
 788000000.0000	  74.6202	  32.2607
 796000000.0000	  74.5041	  32.7520
 804000000.0000	  74.2180	  32.7189
 812000000.0000	  73.7319	  32.0801
 820000000.0000	  73.6565	  31.1321
 828000000.0000	  73.7263	  29.8703
 836000000.0000	  74.2107	  29.1641
 844000000.0000	  74.0185	  29.2333
 852000000.0000	  74.2992	  29.3445
 860000000.0000	  73.8948	  30.0036
 868000000.0000	  73.0582	  30.1906
 876000000.0000	  72.6339	  30.1249
 884000000.0000	  72.5827	  29.6422
 892000000.0000	  73.0768	  28.9828
 900000000.0000	  73.8665	  28.3368
