frequency	e'	e''
 100000000.0000	  76.2191	 189.6841
 108000000.0000	  81.0155	 176.3603
 116000000.0000	  80.5716	 163.9640
 124000000.0000	  81.3834	 159.7616
 132000000.0000	  78.5049	 151.6527
 140000000.0000	  75.6659	 142.7697
 148000000.0000	  75.6441	 134.9100
 156000000.0000	  74.6559	 124.7521
 164000000.0000	  75.4776	 117.5394
 172000000.0000	  77.5566	 112.5200
 180000000.0000	  78.3498	 109.7180
 188000000.0000	  78.1335	 106.2201
 196000000.0000	  78.6223	 104.1749
 204000000.0000	  75.6205	 100.3225
 212000000.0000	  74.2010	  95.8708
 220000000.0000	  73.8100	  90.7500
 228000000.0000	  74.9605	  86.5749
 236000000.0000	  76.1244	  83.3134
 244000000.0000	  76.7891	  80.9686
 252000000.0000	  77.5626	  80.4789
 260000000.0000	  76.2619	  79.1757
 268000000.0000	  75.1604	  77.9026
 276000000.0000	  74.4662	  75.5188
 284000000.0000	  72.6299	  72.6347
 292000000.0000	  73.5040	  69.3186
 300000000.0000	  74.5124	  66.9839
 308000000.0000	  75.7548	  65.6931
 316000000.0000	  76.4904	  65.2376
 324000000.0000	  76.2351	  64.7756
 332000000.0000	  75.7154	  64.0675
 340000000.0000	  74.3495	  62.9245
 348000000.0000	  73.8550	  60.2721
 356000000.0000	  73.7561	  58.3985
 364000000.0000	  74.1065	  56.8146
 372000000.0000	  74.5269	  55.2819
 380000000.0000	  75.5856	  54.9825
 388000000.0000	  75.6343	  54.9837
 396000000.0000	  74.9291	  54.5871
 404000000.0000	  74.1876	  53.8930
 412000000.0000	  73.4217	  52.9154
 420000000.0000	  73.5447	  51.1194
 428000000.0000	  74.2509	  49.3570
 436000000.0000	  74.5304	  48.5769
 444000000.0000	  75.3642	  48.0486
 452000000.0000	  75.6831	  47.9383
 460000000.0000	  74.7443	  47.8646
 468000000.0000	  74.0745	  47.3466
 476000000.0000	  72.9678	  46.3286
 484000000.0000	  72.4353	  45.3839
 492000000.0000	  72.7639	  44.1929
 500000000.0000	  73.6341	  43.3151
 508000000.0000	  74.1682	  42.8786
 516000000.0000	  74.7528	  42.9348
 524000000.0000	  75.0174	  42.9656
 532000000.0000	  74.2407	  42.5417
 540000000.0000	  73.4958	  41.6141
 548000000.0000	  73.1396	  41.0840
 556000000.0000	  72.9803	  39.6336
 564000000.0000	  72.9916	  38.9634
 572000000.0000	  73.2070	  38.2040
 580000000.0000	  73.6394	  38.4957
 588000000.0000	  73.5150	  38.4971
 596000000.0000	  73.4278	  38.7821
 604000000.0000	  72.8250	  38.4872
 612000000.0000	  72.9263	  37.7616
 620000000.0000	  72.7236	  36.8556
 628000000.0000	  73.1064	  35.9073
 636000000.0000	  73.5748	  35.3401
 644000000.0000	  73.7310	  35.0396
 652000000.0000	  73.5675	  35.4093
 660000000.0000	  72.9870	  35.3136
 668000000.0000	  72.4139	  35.4520
 676000000.0000	  72.0427	  35.0387
 684000000.0000	  71.5624	  34.3523
 692000000.0000	  72.1519	  33.7524
 700000000.0000	  72.6807	  33.1709
 708000000.0000	  73.4449	  32.9315
 716000000.0000	  73.4928	  32.8883
 724000000.0000	  73.8246	  33.1800
 732000000.0000	  73.2066	  32.6978
 740000000.0000	  72.1234	  32.6420
 748000000.0000	  72.1772	  31.9726
 756000000.0000	  71.3187	  31.2941
 764000000.0000	  71.7897	  30.8627
 772000000.0000	  72.2792	  30.6529
 780000000.0000	  72.6091	  30.7681
 788000000.0000	  73.0079	  30.8869
 796000000.0000	  72.5605	  31.2176
 804000000.0000	  72.5540	  30.9124
 812000000.0000	  72.1178	  30.3688
 820000000.0000	  71.9578	  29.6767
 828000000.0000	  71.9720	  28.8096
 836000000.0000	  72.1245	  28.5359
 844000000.0000	  72.2391	  28.4569
 852000000.0000	  72.2440	  28.7775
 860000000.0000	  72.1806	  29.1426
 868000000.0000	  71.5784	  29.1827
 876000000.0000	  71.3599	  29.0165
 884000000.0000	  71.2659	  28.5731
 892000000.0000	  71.5539	  27.9601
 900000000.0000	  72.0105	  27.3449
