frequency	e'	e''
 100000000.0000	  78.0577	 165.1780
 108000000.0000	  83.3077	 155.1728
 116000000.0000	  83.3672	 146.4007
 124000000.0000	  83.0691	 144.2367
 132000000.0000	  77.9306	 137.9535
 140000000.0000	  72.7699	 130.2801
 148000000.0000	  73.7626	 121.0401
 156000000.0000	  72.6799	 110.6052
 164000000.0000	  74.4788	 103.9404
 172000000.0000	  78.8826	  99.3409
 180000000.0000	  81.4118	  97.3931
 188000000.0000	  80.5726	  96.2059
 196000000.0000	  79.7914	  94.9947
 204000000.0000	  76.2756	  91.3260
 212000000.0000	  72.7491	  86.0756
 220000000.0000	  71.8250	  80.7160
 228000000.0000	  73.6825	  75.6167
 236000000.0000	  76.4003	  72.1824
 244000000.0000	  77.8017	  71.5056
 252000000.0000	  79.2200	  72.7273
 260000000.0000	  77.7493	  72.3160
 268000000.0000	  76.5785	  71.4975
 276000000.0000	  74.9191	  69.2136
 284000000.0000	  73.1237	  64.9835
 292000000.0000	  74.5277	  60.8059
 300000000.0000	  75.5274	  58.5629
 308000000.0000	  76.3370	  57.7223
 316000000.0000	  78.0073	  57.7466
 324000000.0000	  77.4776	  58.2641
 332000000.0000	  75.5990	  58.5938
 340000000.0000	  74.4326	  57.1727
 348000000.0000	  74.3756	  54.5671
 356000000.0000	  73.9362	  52.3291
 364000000.0000	  75.5244	  50.2566
 372000000.0000	  76.2929	  49.0154
 380000000.0000	  76.9477	  49.3254
 388000000.0000	  76.9065	  49.4614
 396000000.0000	  75.9234	  49.3538
 404000000.0000	  74.0663	  48.7318
 412000000.0000	  73.0827	  47.3878
 420000000.0000	  73.4740	  45.3229
 428000000.0000	  74.1075	  43.8389
 436000000.0000	  75.8068	  43.2521
 444000000.0000	  76.9590	  43.1501
 452000000.0000	  77.2977	  43.6078
 460000000.0000	  76.2507	  44.1122
 468000000.0000	  75.3354	  43.3740
 476000000.0000	  73.5425	  42.0825
 484000000.0000	  73.2346	  40.4684
 492000000.0000	  73.2051	  38.8256
 500000000.0000	  73.8359	  38.1465
 508000000.0000	  75.2238	  38.0173
 516000000.0000	  75.8358	  38.6118
 524000000.0000	  76.2037	  39.2819
 532000000.0000	  75.4161	  39.4942
 540000000.0000	  74.4195	  38.3469
 548000000.0000	  74.2234	  37.3335
 556000000.0000	  73.9929	  35.6395
 564000000.0000	  74.1218	  34.5982
 572000000.0000	  74.5444	  33.8313
 580000000.0000	  75.1966	  34.2923
 588000000.0000	  74.1946	  34.7569
 596000000.0000	  74.4850	  35.0701
 604000000.0000	  73.6101	  35.1812
 612000000.0000	  73.3033	  34.2990
 620000000.0000	  73.3646	  33.4452
 628000000.0000	  74.2582	  32.4102
 636000000.0000	  74.7966	  31.7846
 644000000.0000	  75.3325	  31.7935
 652000000.0000	  75.8065	  32.0014
 660000000.0000	  74.1575	  32.2712
 668000000.0000	  73.6326	  32.0820
 676000000.0000	  72.5472	  31.7681
 684000000.0000	  72.0094	  30.6127
 692000000.0000	  72.6747	  30.0531
 700000000.0000	  73.7204	  29.5967
 708000000.0000	  74.4975	  29.5686
 716000000.0000	  75.0703	  30.1473
 724000000.0000	  75.5389	  30.3740
 732000000.0000	  74.3171	  30.3275
 740000000.0000	  73.4152	  29.8812
 748000000.0000	  72.8558	  29.0303
 756000000.0000	  72.3107	  27.7856
 764000000.0000	  72.5000	  27.1710
 772000000.0000	  73.0503	  27.0948
 780000000.0000	  73.6454	  27.2353
 788000000.0000	  73.9535	  28.0711
 796000000.0000	  73.9403	  28.5557
 804000000.0000	  73.3269	  28.4975
 812000000.0000	  72.9676	  27.9400
 820000000.0000	  72.9987	  26.9786
 828000000.0000	  72.6105	  25.9485
 836000000.0000	  73.3995	  25.1905
 844000000.0000	  73.3300	  25.3680
 852000000.0000	  73.5822	  25.5720
 860000000.0000	  73.1713	  26.2735
 868000000.0000	  72.5131	  26.5264
 876000000.0000	  71.8377	  26.2949
 884000000.0000	  71.6702	  26.0519
 892000000.0000	  72.3709	  25.0607
 900000000.0000	  73.0850	  24.5813
