frequency	e'	e''
 100000000.0000	  56.4205	   9.3770
 108000000.0000	  55.6801	   9.5628
 116000000.0000	  55.4088	   9.5961
 124000000.0000	  54.6285	  10.0770
 132000000.0000	  54.8728	   9.6984
 140000000.0000	  53.4775	  10.9260
 148000000.0000	  55.1063	   9.2024
 156000000.0000	  54.3078	   9.8632
 164000000.0000	  53.9573	   9.7473
 172000000.0000	  53.9720	   9.3391
 180000000.0000	  53.6647	   9.6161
 188000000.0000	  52.6253	  10.3243
 196000000.0000	  53.4928	   9.4158
 204000000.0000	  53.3225	   9.4843
 212000000.0000	  51.9335	  10.6380
 220000000.0000	  52.2755	   9.9454
 228000000.0000	  52.4777	  10.0713
 236000000.0000	  52.0724	  10.4451
 244000000.0000	  51.7218	  10.7103
 252000000.0000	  52.6727	  10.0921
 260000000.0000	  51.4702	  10.7739
 268000000.0000	  51.3785	  10.7236
 276000000.0000	  51.6785	  10.2478
 284000000.0000	  51.2954	  10.4755
 292000000.0000	  50.9687	  10.5722
 300000000.0000	  50.8730	  10.5520
 308000000.0000	  50.8784	  10.6733
 316000000.0000	  50.2302	  11.0696
 324000000.0000	  49.7723	  11.4729
 332000000.0000	  50.0555	  11.0329
 340000000.0000	  49.6514	  11.3503
 348000000.0000	  49.9694	  11.0608
 356000000.0000	  49.8261	  11.1105
 364000000.0000	  49.9701	  11.0219
 372000000.0000	  49.7618	  11.5025
 380000000.0000	  50.0787	  11.2092
 388000000.0000	  48.8932	  11.7467
 396000000.0000	  48.9193	  11.6528
 404000000.0000	  48.7313	  11.5797
 412000000.0000	  48.5650	  11.7666
 420000000.0000	  48.3305	  11.7442
 428000000.0000	  48.8068	  11.6967
 436000000.0000	  48.2530	  11.8228
 444000000.0000	  47.8881	  12.0084
 452000000.0000	  48.4194	  11.7469
 460000000.0000	  47.9735	  11.9510
 468000000.0000	  47.4824	  12.2547
 476000000.0000	  47.7029	  12.0181
 484000000.0000	  47.5996	  12.1163
 492000000.0000	  47.3269	  12.2303
 500000000.0000	  46.9554	  12.4826
 508000000.0000	  47.0769	  12.4188
 516000000.0000	  47.2130	  12.2589
 524000000.0000	  46.7582	  12.6149
 532000000.0000	  47.1163	  12.2798
 540000000.0000	  46.8248	  12.5723
 548000000.0000	  46.9918	  12.5826
 556000000.0000	  46.4393	  12.6642
 564000000.0000	  46.9030	  12.6236
 572000000.0000	  46.2512	  12.5766
 580000000.0000	  45.9225	  12.8396
 588000000.0000	  46.4873	  12.7478
 596000000.0000	  45.7160	  13.0132
 604000000.0000	  45.7753	  12.7540
 612000000.0000	  45.7019	  13.1132
 620000000.0000	  45.6317	  12.8186
 628000000.0000	  45.1849	  13.1081
 636000000.0000	  45.7504	  13.1395
 644000000.0000	  45.7058	  12.8572
 652000000.0000	  44.8463	  13.3004
 660000000.0000	  45.5505	  13.0525
 668000000.0000	  44.5294	  13.3463
 676000000.0000	  45.1661	  13.1684
 684000000.0000	  44.7320	  13.4373
 692000000.0000	  44.3094	  13.3436
 700000000.0000	  44.4506	  13.5269
 708000000.0000	  44.6173	  13.4780
 716000000.0000	  44.1278	  13.3538
 724000000.0000	  44.4356	  13.5815
 732000000.0000	  44.6059	  13.3655
 740000000.0000	  43.6517	  13.5425
 748000000.0000	  44.2708	  13.5301
 756000000.0000	  43.6557	  13.5849
 764000000.0000	  43.3422	  13.6422
 772000000.0000	  43.7369	  13.6393
 780000000.0000	  43.4431	  13.7224
 788000000.0000	  43.3463	  13.5517
 796000000.0000	  43.2307	  13.8672
 804000000.0000	  43.3500	  13.6063
 812000000.0000	  42.7383	  13.8548
 820000000.0000	  43.1565	  13.9344
 828000000.0000	  42.9366	  13.7144
 836000000.0000	  42.6013	  13.8751
 844000000.0000	  42.9497	  13.8696
 852000000.0000	  42.5459	  14.0059
 860000000.0000	  42.7246	  13.8604
 868000000.0000	  42.4452	  14.1325
 876000000.0000	  42.5418	  13.9804
 884000000.0000	  42.1038	  13.9999
 892000000.0000	  42.3891	  14.2032
 900000000.0000	  41.9482	  14.0009
