frequency	e'	e''
 100000000.0000	  76.7235	  23.3536
 108000000.0000	  82.5445	  24.2864
 116000000.0000	  83.8911	  27.4798
 124000000.0000	  81.8669	  31.9251
 132000000.0000	  75.3311	  33.7764
 140000000.0000	  71.2816	  30.3809
 148000000.0000	  69.6699	  25.2904
 156000000.0000	  69.6626	  20.2145
 164000000.0000	  73.2568	  17.0871
 172000000.0000	  77.3571	  16.8747
 180000000.0000	  79.1954	  19.6373
 188000000.0000	  79.2615	  21.9739
 196000000.0000	  77.4150	  23.3382
 204000000.0000	  72.7526	  23.4746
 212000000.0000	  70.4564	  20.1755
 220000000.0000	  69.8402	  16.3697
 228000000.0000	  71.3888	  13.5593
 236000000.0000	  74.6470	  12.1832
 244000000.0000	  76.4653	  13.9554
 252000000.0000	  77.2293	  16.4686
 260000000.0000	  75.6404	  18.8618
 268000000.0000	  73.6995	  19.1440
 276000000.0000	  71.9815	  17.5446
 284000000.0000	  70.4949	  15.2541
 292000000.0000	  71.4899	  12.3623
 300000000.0000	  72.7314	  11.3067
 308000000.0000	  74.1520	  11.8677
 316000000.0000	  75.9840	  13.0740
 324000000.0000	  75.0554	  14.9759
 332000000.0000	  73.6439	  16.0053
 340000000.0000	  72.0068	  15.8150
 348000000.0000	  71.7132	  13.9902
 356000000.0000	  71.2553	  12.4478
 364000000.0000	  72.6346	  11.3895
 372000000.0000	  74.4344	  10.9028
 380000000.0000	  74.8901	  11.8109
 388000000.0000	  74.7220	  13.1343
 396000000.0000	  73.6255	  13.8755
 404000000.0000	  71.7051	  14.2718
 412000000.0000	  70.8097	  13.1807
 420000000.0000	  71.0754	  11.4770
 428000000.0000	  71.9114	  10.5348
 436000000.0000	  73.4790	  10.2606
 444000000.0000	  74.7547	  11.0220
 452000000.0000	  75.0908	  12.1899
 460000000.0000	  74.2466	  13.2868
 468000000.0000	  72.9088	  13.2958
 476000000.0000	  71.2460	  12.6860
 484000000.0000	  70.5759	  11.3261
 492000000.0000	  70.8802	   9.9596
 500000000.0000	  71.7824	   9.6229
 508000000.0000	  73.1053	   9.9433
 516000000.0000	  73.8323	  11.1694
 524000000.0000	  74.0463	  12.1535
 532000000.0000	  73.3748	  12.7070
 540000000.0000	  72.1996	  12.2768
 548000000.0000	  71.4091	  11.6955
 556000000.0000	  71.3122	  10.2067
 564000000.0000	  71.7089	   9.3489
 572000000.0000	  72.0041	   9.2979
 580000000.0000	  73.2951	   9.5916
 588000000.0000	  72.4020	  10.7848
 596000000.0000	  72.6093	  11.3249
 604000000.0000	  71.7380	  11.7585
 612000000.0000	  71.2665	  11.0900
 620000000.0000	  71.2261	  10.4834
 628000000.0000	  72.1244	   9.5948
 636000000.0000	  72.7601	   9.1398
 644000000.0000	  73.2441	   9.7253
 652000000.0000	  73.6923	  10.1361
 660000000.0000	  72.1887	  10.9602
 668000000.0000	  71.6376	  10.9732
 676000000.0000	  70.5787	  10.8738
 684000000.0000	  70.0559	   9.9894
 692000000.0000	  70.8367	   9.2531
 700000000.0000	  71.6669	   9.2320
 708000000.0000	  72.6591	   9.1768
 716000000.0000	  73.2142	  10.1673
 724000000.0000	  73.4799	  10.6629
 732000000.0000	  72.2306	  11.0473
 740000000.0000	  71.4252	  10.8357
 748000000.0000	  70.7161	  10.1549
 756000000.0000	  70.0851	   9.1518
 764000000.0000	  70.5399	   8.5664
 772000000.0000	  71.0520	   8.6302
 780000000.0000	  71.8975	   8.9898
 788000000.0000	  72.2703	   9.9455
 796000000.0000	  72.1747	  10.6512
 804000000.0000	  71.4069	  10.8793
 812000000.0000	  71.0195	  10.4733
 820000000.0000	  71.0192	   9.5088
 828000000.0000	  70.5593	   8.8711
 836000000.0000	  71.4409	   8.2141
 844000000.0000	  71.7141	   8.5748
 852000000.0000	  71.6979	   8.9617
 860000000.0000	  71.5368	   9.8054
 868000000.0000	  70.7623	  10.3682
 876000000.0000	  70.0772	  10.1033
 884000000.0000	  69.8402	   9.9359
 892000000.0000	  70.4090	   9.0646
 900000000.0000	  70.9953	   8.8225
