frequency	e'	e''
 100000000.0000	  79.8873	  72.1082
 108000000.0000	  88.2375	  68.9005
 116000000.0000	  91.7486	  70.3709
 124000000.0000	  91.0550	  72.8803
 132000000.0000	  85.4178	  73.4243
 140000000.0000	  79.1417	  69.3328
 148000000.0000	  74.4510	  62.8385
 156000000.0000	  76.1722	  53.8364
 164000000.0000	  80.5133	  47.9480
 172000000.0000	  85.6658	  46.5613
 180000000.0000	  88.4031	  48.0405
 188000000.0000	  88.7639	  50.6617
 196000000.0000	  85.9563	  51.9469
 204000000.0000	  81.7638	  50.7930
 212000000.0000	  78.5011	  46.7369
 220000000.0000	  78.0789	  41.2588
 228000000.0000	  80.8351	  38.2207
 236000000.0000	  84.0383	  35.4158
 244000000.0000	  86.0553	  36.6896
 252000000.0000	  86.8649	  39.4098
 260000000.0000	  85.3485	  41.3954
 268000000.0000	  82.3425	  41.5345
 276000000.0000	  79.6118	  39.3431
 284000000.0000	  78.6325	  35.9686
 292000000.0000	  80.3428	  32.0300
 300000000.0000	  82.8412	  30.8637
 308000000.0000	  84.9656	  31.0453
 316000000.0000	  85.4025	  32.9089
 324000000.0000	  84.9608	  34.8032
 332000000.0000	  82.4095	  35.9561
 340000000.0000	  80.2691	  34.4433
 348000000.0000	  78.9778	  32.3270
 356000000.0000	  79.0235	  29.6450
 364000000.0000	  80.7457	  27.9855
 372000000.0000	  83.4011	  27.9905
 380000000.0000	  83.3703	  29.1652
 388000000.0000	  83.7409	  30.9233
 396000000.0000	  81.8625	  31.9810
 404000000.0000	  80.0638	  31.3354
 412000000.0000	  78.3247	  30.0300
 420000000.0000	  79.3007	  27.1396
 428000000.0000	  79.7450	  26.0395
 436000000.0000	  81.3832	  25.9688
 444000000.0000	  82.7320	  27.2667
 452000000.0000	  82.9832	  28.4205
 460000000.0000	  81.0354	  29.4631
 468000000.0000	  80.2223	  29.1376
 476000000.0000	  78.5712	  27.9372
 484000000.0000	  78.2766	  25.8903
 492000000.0000	  79.4518	  24.2970
 500000000.0000	  80.3421	  24.5473
 508000000.0000	  81.1420	  25.2393
 516000000.0000	  82.0118	  26.1050
 524000000.0000	  81.1618	  27.3850
 532000000.0000	  79.3839	  27.5514
 540000000.0000	  78.5144	  26.3137
 548000000.0000	  77.9483	  24.7620
 556000000.0000	  77.7391	  23.9744
 564000000.0000	  79.5707	  22.4816
 572000000.0000	  79.7291	  23.4940
 580000000.0000	  80.7168	  24.2849
 588000000.0000	  80.4924	  25.1457
 596000000.0000	  78.5690	  25.7721
 604000000.0000	  77.6170	  25.2745
 612000000.0000	  76.9122	  24.0343
 620000000.0000	  77.0761	  22.5605
 628000000.0000	  78.0645	  22.3380
 636000000.0000	  79.1487	  21.9324
 644000000.0000	  79.0579	  23.3971
 652000000.0000	  79.6938	  24.0910
 660000000.0000	  78.3162	  24.4976
 668000000.0000	  76.9690	  24.3346
 676000000.0000	  76.8011	  23.2156
 684000000.0000	  76.3033	  22.3209
 692000000.0000	  77.0817	  21.0122
 700000000.0000	  78.1008	  21.5379
 708000000.0000	  78.5783	  21.9485
 716000000.0000	  78.1450	  23.2403
 724000000.0000	  77.7580	  23.6426
 732000000.0000	  76.3315	  23.5023
 740000000.0000	  75.0247	  23.1004
 748000000.0000	  76.0123	  21.1800
 756000000.0000	  75.9227	  20.8364
 764000000.0000	  77.1095	  20.2147
 772000000.0000	  77.9484	  20.6385
 780000000.0000	  78.1153	  21.5782
 788000000.0000	  77.3852	  22.3254
 796000000.0000	  76.4495	  22.5999
 804000000.0000	  75.0270	  22.0173
 812000000.0000	  74.5048	  21.1499
 820000000.0000	  74.8024	  20.1332
 828000000.0000	  75.6549	  19.5270
 836000000.0000	  76.3578	  20.0759
 844000000.0000	  77.3415	  20.5032
 852000000.0000	  77.1415	  21.3691
 860000000.0000	  76.3118	  21.7769
 868000000.0000	  75.2011	  21.8057
 876000000.0000	  74.7791	  20.8394
 884000000.0000	  74.4868	  19.8513
 892000000.0000	  74.9688	  19.2467
 900000000.0000	  75.6244	  19.1698
